Date	Wed Feb 19 18:29:42 EST 2025
ANNOTATED_GENES	LMX1B, PAX6, LHX2, NKX2-6, HOXA13, MCIDAS, FOXF1, IRX3, HOXB7, FOXL2, NR4A2, PAX8, DLX2, NR5A2, FOXE1, OTX2, FLI1, NR2E1, PAX3, HOXA1, DMRT2, HOXA5, PDX1, SOX21, FOXD3, GATA3, ZIC1, IGF2BP1, TBX5, TAL1, SOX2, MEIS2, SOX1, NFIB, PAX2, EBF2, HOXA7, FOXA2, HOXD10, BSX, NOLC1, HOXA11, PROX1, SIX3, FOXA1, HOXD9, NKX2-3, PPRC1, LHX4, BARHL1, NKX2-5, FOXD2, TBX3, SOX17, VGLL2, PITX2, GATA6, NR2F2, LIN28B, FEZF2, PHOX2B, ISL1, SATB2, HOXC10, CDX2, ONECUT1, FOXD1, INO80B, MECOM, FEZF1, HOXD3, ZFHX3, EOMES, PAX5, POU4F3, OSR2, TFAP2D, HOXD4, HOXB2, EBF3, EN1, HOXB3, ALX4, ZIC3, ONECUT2, LEF1, DLX1, GATA2, MEIS1, DLX5, HOXA2, HOXB4, TBX2, BARHL2, POU4F2, MSX1, SALL1, WT1, EN2, LHX5, ALX1, SIX2, DMRT1, TBX20, GATA4, SOX3, HOXD13, HEY2, TCF21, LMX1A, HOXC11, HOXB1, FOXC2, HOXD8, POU4F1, PAX9, TWIST1, HOXB5, TFAP2B, TBR1, HAND2, RUNX3, HOXC4, HOXC13, NKX6-1, PTF1A, HOXB9, HAND1, PITX1, CCNC, HOXA10, RAX, ADCYAP1, GBX2, ZIC2, SIX1

-- 30 of 2082--
GOID	GO:0016070
TERM	RNA metabolic process
P-VALUE	2.28055680790537e-30
CORRECTED P-VALUE	4.74811927405898e-27
NUM_ANNOTATIONS	221 (of 4467)
ANNOTATED_GENES	HOXC13, EMX2, CBX2, RUNX3, HOXC4, HAND2, SKOR2, TWIST1, TBR1, NEUROG2, TFAP2B, HOXB5, DMRTA2, CBX8, SIX1, ZIC2, ADCYAP1, GBX2, HOXB9, EVX2, HAND1, PTF1A, GSX2, FERD3L, NKX6-1, RAX, PRDM1, CCNC, HOXA10, PITX1, SHOX2, FOXB2, DMRT1, UNCX, SIX2, HOXD11, TGIF1, RSRC1, TBX15, GATA4, TBX20, DMBX1, ALX1, LHX5, FOXL1, HOXB1, DLX6, HOXC5, POU4F1, PAX9, OLIG3, SOX14, FOXC2, HOXD8, HOXD13, SOX3, HOXC11, LMX1A, TCF21, HEY2, ONECUT2, ZIC3, HOXA4, ALX4, BARX1, GATA2, BHLHE22, DLX1, LEF1, LBX1, ISL2, STK3, PRDM6, TFAP2D, HOXB2, HOXD4, SP9, HOXB3, EBF3, EN1, POU4F2, GFI1, LHX9, BARHL2, EN2, SALL1, WT1, MSX1, HOXA2, DLX5, HOXB4, IGF2BP3, MEIS1, TBX2, HOXD3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, LHX6, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3, ZNF503, PAX5, VGLL2, RNF220, PITX2, LHX4, HOXC8, SOX17, TBX3, FOXD2, NKX2-5, HOXD12, CDKN2A, BARHL1, SLFN13, PRKCH, ONECUT1, HOXC10, CDX2, SATB2, HMX3, PHOX2B, ISL1, HLX, INO80B, FOXD1, NR2F2, LHX8, GATA6, FEZF2, LIN28B, PAX7, NOLC1, SIX3, PROX1, DMRT3, HOXA11, HOXA7, EBF2, HIST1H1B, C14orf39, HOXD10, BSX, FOXA2, OLIG1, FOXA1, OLIG2, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, MNX1, OTP, HOXD1, SOX21, PDX1, ZIC1, GATA3, FOXD3, MSX2, HOXA9, PAX3, ARX, HOXA5, HOXA1, DMRT2, NFIB, SOX1, ZIC4, PAX2, SIX6, TAL1, ZIC5, ZFHX4, TBX5, TBX18, IGF2BP1, FOXB1, NKX2-4, MEIS2, SOX2, TTF1, FOXF1, MCIDAS, DBX1, HOXA13, NKX2-6, HOXB8, FOXL2, HOXB7, IRX3, LMX1B, HOXC9, HOXB6, LHX2, SKOR1, PAX6, FLI1, HOXC12, SIM1, NR2E1, GTF3C2, SP8, PAX8, HOXA3, NR4A2, OTX2, EBF1, NBDY, FOXE1, DLX2, NR5A2, VAX2

-- 31 of 2082--
GOID	GO:0141187
TERM	nucleic acid biosynthetic process
P-VALUE	8.25886348393138e-30
CORRECTED P-VALUE	1.71949537735451e-26
NUM_ANNOTATIONS	218 (of 4407)
ANNOTATED_GENES	ONECUT2, ZIC3, HOXA4, ALX4, BARX1, BHLHE22, GATA2, DLX1, LEF1, ISL2, LBX1, STK3, PRDM6, HOXB2, TFAP2D, HOXD4, SP9, HOXB3, EN1, EBF3, GFI1, POU4F2, LHX9, BARHL2, EN2, SALL1, WT1, MSX1, HOXA2, DLX5, HOXB4, MEIS1, TBX2, HOXD3, EOMES, ZFHX3, FEZF1, MECOM, LHX6, SIM2, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3, ZNF503, PAX5, HOXC13, EMX2, CBX2, RUNX3, HOXC4, HAND2, SKOR2, TWIST1, TBR1, HOXB5, TFAP2B, NEUROG2, DMRTA2, CBX8, SIX1, ZIC2, ADCYAP1, GBX2, EVX2, HAND1, HOXB9, PTF1A, FERD3L, GSX2, NKX6-1, RAX, PRDM1, HOXA10, CCNC, PITX1, DMRT1, SHOX2, FOXB2, UNCX, SIX2, HOXD11, RSRC1, TGIF1, TBX15, GATA4, TBX20, DMBX1, LHX5, ALX1, FOXL1, DLX6, HOXB1, HOXC5, PAX9, POU4F1, OLIG3, SOX14, HOXD8, FOXC2, HOXD13, SOX3, HOXC11, LMX1A, TCF21, HEY2, SOX21, PDX1, ZIC1, GATA3, FOXD3, MSX2, HOXA9, PAX3, ARX, HOXA5, HOXA1, DMRT2, NFIB, SOX1, PAX2, ZIC4, SIX6, TAL1, ZIC5, TBX18, ZFHX4, TBX5, FOXB1, NKX2-4, MEIS2, SOX2, TTF1, MCIDAS, FOXF1, DBX1, HOXA13, NKX2-6, HOXB8, FOXL2, IRX3, HOXB7, HOXC9, LMX1B, HOXB6, LHX2, PAX6, SKOR1, FLI1, HOXC12, SIM1, NR2E1, GTF3C2, SP8, PAX8, HOXA3, NR4A2, OTX2, NBDY, EBF1, FOXE1, NR5A2, DLX2, VAX2, VGLL2, RNF220, PITX2, LHX4, HOXC8, SOX17, TBX3, FOXD2, CDKN2A, NKX2-5, HOXD12, BARHL1, ONECUT1, PRKCH, HOXC10, CDX2, HMX3, SATB2, ISL1, PHOX2B, HLX, INO80B, FOXD1, NR2F2, LHX8, GATA6, FEZF2, LIN28B, PAX7, NOLC1, SIX3, PROX1, HOXA11, DMRT3, HOXA7, HIST1H1B, EBF2, HOXD10, BSX, C14orf39, FOXA2, OLIG1, FOXA1, OLIG2, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, MNX1, OTP, HOXD1

-- 32 of 2082--
GOID	GO:0001708
TERM	cell fate specification
P-VALUE	5.24806636143691e-28
CORRECTED P-VALUE	1.09264741645116e-24
NUM_ANNOTATIONS	33 (of 104)
ANNOTATED_GENES	SIX1, PAX2, HOXC10, ISL1, SOX1, TBX2, SOX2, GSX2, TBX18, TBX5, ISL2, TBR1, SOX17, TBX3, DMRTA2, POU4F1, GSC, OLIG3, TLX3, FOXA1, OLIG2, MNX1, TBX15, EOMES, HOXA11, DMRT3, TBX20, DBX1, HOXA13, SIX2, HOXD10, FOXA2, PAX6

-- 33 of 2082--
GOID	GO:0048705
TERM	skeletal system morphogenesis
P-VALUE	5.43445925860844e-28
CORRECTED P-VALUE	1.13145441764228e-24
NUM_ANNOTATIONS	45 (of 228)
ANNOTATED_GENES	UNCX, SIX2, HOXB8, HOXD3, SHOX2, HOXA11, HOXB7, TBX15, HOXB6, HOXA7, ALX1, HOXC9, HOXD10, IRX5, OSR2, HOXB1, HOXD8, FOXC2, HOXD9, GSC, HOXA6, HOXA3, DLX2, HOXC11, PAX5, ALX4, HOXC4, HOXA4, MSX2, TWIST1, HOXC8, HOXD4, HOXB2, HOXA9, HOXA5, HOXA1, HOXB5, HOXB3, SATB2, MSX1, SIX1, HOXB9, HOXB4, DLX5, HOXA2

-- 34 of 2082--
GOID	GO:0021953
TERM	central nervous system neuron differentiation
P-VALUE	1.32214583316024e-27
CORRECTED P-VALUE	2.75270762463962e-24
NUM_ANNOTATIONS	42 (of 197)
ANNOTATED_GENES	UNCX, DBX1, EOMES, DMRT3, TBX20, PROX1, LHX5, HOXD10, LHX6, PAX6, OLIG2, POU4F1, NR2E1, OLIG3, OTP, NR4A2, MNX1, LMX1A, DLX2, DLX1, GATA2, LBX1, ISL2, LHX4, ARX, TBR1, HOXC10, NFIB, SOX1, ISL1, PHOX2B, SATB2, POU4F2, GBX2, SALL1, DLX5, LHX8, TAL1, NKX6-1, GSX2, PTF1A, FEZF2

-- 35 of 2082--
GOID	GO:0007417
TERM	central nervous system development
P-VALUE	5.52455233392303e-27
CORRECTED P-VALUE	1.15021179592278e-23
NUM_ANNOTATIONS	90 (of 1024)
ANNOTATED_GENES	HOXD10, DMBX1, LHX5, SIX3, PROX1, TBX20, DMRT3, UNCX, LMX1A, MNX1, OTP, SOX3, VAX1, POU4F1, OLIG3, OLIG1, OLIG2, HOXB1, TBR1, TBX3, DMRTA2, BARHL1, LHX4, PITX2, EMX2, RAX, FEZF2, PITX1, NR2F2, LHX8, GSX2, PTF1A, NKX6-1, SIX1, ZIC2, GBX2, HOXC10, HMX3, SATB2, ISL1, PHOX2B, LHX6, LHX2, PAX6, FEZF1, EOMES, ZFHX3, DBX1, HOXB8, NKX2-6, PAX5, OTX2, DLX2, VAX2, PAX8, NR4A2, GSC, NR2E1, TLX3, ARX, HOXB3, EN1, STK3, TFAP2D, HOXB2, ZIC1, DLX1, GATA2, LEF1, LBX1, ISL2, ZIC3, PDX1, FOXB1, MEIS2, SOX2, TAL1, ZIC5, DLX5, HOXA2, MEIS1, IGF2BP1, PAX2, ZIC4, EN2, SALL1, MSX1, NFIB, POU4F2, SOX1

-- 36 of 2082--
GOID	GO:0000122
TERM	negative regulation of transcription by RNA polymerase II
P-VALUE	5.99983353765177e-27
CORRECTED P-VALUE	1.2491653425391e-23
NUM_ANNOTATIONS	86 (of 941)
ANNOTATED_GENES	TGIF1, TBX15, GATA4, PROX1, TBX20, DMRT1, SHOX2, HOXA7, HIST1H1B, DMBX1, ALX1, POU4F1, VAX1, FOXC2, SOX14, HOXD8, OLIG3, HOXD9, FOXA1, OLIG2, HEY2, TCF21, SOX3, OTP, CBX2, RUNX3, SKOR2, TFAP2B, TBX3, NKX2-5, HOXC8, TWIST1, SIX1, CBX8, CDX2, SATB2, ISL1, FEZF2, PRDM1, HAND1, NR2F2, FERD3L, NKX6-1, GATA6, FOXL2, EOMES, IRX3, ZFHX3, FOXF1, HOXB8, SIM2, SKOR1, PAX6, FEZF1, GSC, NR2E1, OSR2, PAX5, FOXE1, DLX2, VAX2, NR4A2, DLX1, GATA2, GATA3, LEF1, FOXD3, MSX2, PDX1, ARX, HOXB3, EN1, PRDM6, WT1, SALL1, MSX1, GFI1, POU4F2, SOX1, MEIS2, TBX2, SOX2, TAL1, HOXA2, HOXB4, TBX18

-- 37 of 2082--
GOID	GO:0001501
TERM	skeletal system development
P-VALUE	1.46177637549133e-26
CORRECTED P-VALUE	3.04341841377294e-23
NUM_ANNOTATIONS	63 (of 515)
ANNOTATED_GENES	HOXB9, HAND1, HOXB4, DLX5, HOXA2, HOXA10, PITX1, NFIB, HOXC10, SATB2, SIX1, MSX1, HOXA9, HOXC8, TWIST1, HOXD4, HOXB2, HOXB5, TBX3, HOXB3, HOXA5, EN1, DMRT2, HOXD12, HOXA1, HOXA4, RUNX3, ALX4, HOXC4, HAND2, DLX1, PITX2, MSX2, HOXD13, HOXA3, HOXC11, PAX5, DLX2, HOXD1, OSR2, DLX6, HOXC5, HOXB1, IRX5, GSC, HOXA6, HOXD8, FOXC2, HOXD9, HOXA7, ALX1, HOXC9, HOXB6, HOXD10, HOXD3, SHOX2, HOXA13, UNCX, SIX2, HOXB8, TBX15, HOXB7, HOXA11

-- 38 of 2082--
GOID	GO:0034654
TERM	nucleobase-containing compound biosynthetic process
P-VALUE	4.34505544350912e-26
CORRECTED P-VALUE	9.04640543338599e-23
NUM_ANNOTATIONS	219 (of 4709)
ANNOTATED_GENES	MECOM, FEZF1, SIM2, LHX6, HOXD3, ZFHX3, EOMES, ZNF503, PAX5, POU4F3, IRX5, OSR2, TLX3, GSC, HOXA6, HOXB2, TFAP2D, HOXD4, STK3, PRDM6, EN1, EBF3, SP9, HOXB3, ALX4, BARX1, ZIC3, HOXA4, ONECUT2, ISL2, LBX1, DLX1, BHLHE22, GATA2, LEF1, MEIS1, HOXA2, DLX5, HOXB4, TBX2, POU4F2, GFI1, LHX9, BARHL2, WT1, SALL1, MSX1, EN2, DMBX1, LHX5, ALX1, FOXL1, UNCX, HOXD11, SIX2, SHOX2, FOXB2, DMRT1, GATA4, TBX20, TGIF1, RSRC1, TBX15, SOX3, HOXD13, LMX1A, TCF21, HEY2, HOXC11, HOXC5, HOXB1, DLX6, SOX14, FOXC2, OLIG3, HOXD8, POU4F1, PAX9, TWIST1, DMRTA2, TBR1, TFAP2B, HOXB5, NEUROG2, HOXC4, RUNX3, SKOR2, HAND2, HOXC13, EMX2, CBX2, PTF1A, GSX2, FERD3L, NKX6-1, HAND1, EVX2, HOXB9, HOXA10, CCNC, PITX1, PRDM1, RAX, CBX8, ADCYAP1, GBX2, SIX1, ZIC2, HOXB6, LMX1B, HOXC9, SKOR1, PAX6, LHX2, HOXA13, DBX1, HOXB8, NKX2-6, TTF1, FOXF1, MCIDAS, FOXL2, IRX3, HOXB7, PAX8, HOXA3, NR4A2, SP8, NR5A2, DLX2, VAX2, FOXE1, OTX2, NBDY, EBF1, FLI1, HOXC12, GTF3C2, SIM1, NR2E1, PAX3, HOXA9, HOXA5, DMRT2, HOXA1, ARX, PDX1, SOX21, FOXD3, MSX2, ZIC1, GATA3, TBX18, ZFHX4, TBX5, TAL1, ZIC5, ATP5F1EP2, SOX2, FOXB1, NKX2-4, MEIS2, SOX1, NFIB, SIX6, PAX2, ZIC4, HOXA7, EBF2, HIST1H1B, FOXA2, HOXD10, C14orf39, BSX, NOLC1, PAX7, DMRT3, PROX1, HOXA11, SIX3, MNX1, OTP, HOXD1, OLIG1, FOXA1, OLIG2, NKX2-3, HOXD9, VAX1, PPRC1, ZNF883, LHX4, HOXC8, FOXD2, NKX2-5, CDKN2A, HOXD12, BARHL1, SOX17, TBX3, VGLL2, RNF220, PITX2, GATA6, NR2F2, LHX8, LIN28B, FEZF2, SATB2, HMX3, HLX, PHOX2B, ISL1, ONECUT1, PRKCH, CDX2, HOXC10, INO80B, FOXD1

-- 39 of 2082--
GOID	GO:0010468
TERM	regulation of gene expression
P-VALUE	6.67274362959495e-26
CORRECTED P-VALUE	1.38926522368167e-22
NUM_ANNOTATIONS	220 (of 4757)
ANNOTATED_GENES	OTP, MNX1, HOXD1, OLIG2, OLIG1, FOXA1, HOXD9, NKX2-3, ZNF883, VAX1, PPRC1, EBF2, HOXA7, HIST1H1B, FOXA2, HOXD10, BSX, C14orf39, NOLC1, PAX7, HOXA11, PROX1, DMRT3, SIX3, GATA6, LHX8, NR2F2, LIN28B, FEZF2, PHOX2B, HLX, ISL1, SATB2, HMX3, HOXC10, CDX2, PRKCH, ONECUT1, FOXD1, INO80B, HOXC8, LHX4, CDKN2A, NKX2-5, HOXD12, BARHL1, FOXD2, TBX3, SOX17, RNF220, VGLL2, PITX2, NR4A2, HOXA3, PAX8, SP8, VAX2, NR5A2, DLX2, NBDY, OTX2, FOXE1, EBF1, FLI1, HOXC12, SIM1, NR2E1, HOXB6, LMX1B, HOXC9, PAX6, SKOR1, LHX2, NKX2-6, HOXB8, HOXA13, DBX1, FOXF1, MCIDAS, IRX3, HOXB7, FOXL2, ZFHX4, IGF2BP1, TBX5, TBX18, ZIC5, TAL1, SOX2, ZDBF2, MEIS2, FOXB1, NKX2-4, SOX1, NFIB, SIX6, PAX2, ZIC4, PAX3, HOXA9, DMRT2, HOXA1, HOXA5, ARX, PDX1, SOX21, MSX2, FOXD3, BTNL9, GATA3, ZIC1, SOX3, HOXD13, TCF21, HEY2, LMX1A, HOXC11, HOXB1, DLX6, HOXC5, HOXD8, SOX14, OLIG3, FOXC2, PAX9, POU4F1, ALX1, LHX5, DMBX1, FOXL1, SIX2, HOXD11, UNCX, FOXB2, SHOX2, DMRT1, TBX20, GATA4, TBX15, TGIF1, NKX6-1, GSX2, PTF1A, FERD3L, EVX2, HAND1, HOXB9, PITX1, HOXA10, CCNC, PRDM1, RAX, CBX8, GBX2, ADCYAP1, CUEDC2, ZIC2, SIX1, TWIST1, DMRTA2, NEUROG2, TFAP2B, HOXB5, TBR1, SKOR2, HAND2, RUNX3, HOXC4, CBX2, HOXC13, EMX2, ZNF503, PAX5, IRX5, POU4F3, OSR2, TLX3, HOXA6, GSC, MECOM, FEZF1, LHX6, SIM2, HOXD3, ZFHX3, EOMES, MEIS1, DLX5, HOXA2, HOXB4, IGF2BP3, TBX2, BARHL2, LHX9, POU4F2, GFI1, MSX1, WT1, SALL1, EN2, TFAP2D, HOXB2, HOXD4, PRDM6, STK3, EN1, EBF3, HOXB3, SP9, BARX1, ALX4, ZIC3, ONECUT2, HOXA4, ISL2, LBX1, LEF1, DLX1, BHLHE22, GATA2

-- 40 of 2082--
GOID	GO:0048663
TERM	neuron fate commitment
P-VALUE	8.65869510561111e-26
CORRECTED P-VALUE	1.80274032098823e-22
NUM_ANNOTATIONS	26 (of 63)
ANNOTATED_GENES	GATA2, DLX1, ISL2, LBX1, DMRT3, DBX1, TBR1, HOXD10, DMRTA2, PAX6, POU4F1, SIX1, OLIG3, TLX3, FOXA1, OLIG1, HOXC10, OLIG2, SATB2, ISL1, SOX1, FEZF2, DLX2, MNX1, PTF1A, GSX2

-- 41 of 2082--
GOID	GO:0045892
TERM	negative regulation of DNA-templated transcription
P-VALUE	1.17811646262901e-24
CORRECTED P-VALUE	2.4528384751936e-21
NUM_ANNOTATIONS	98 (of 1286)
ANNOTATED_GENES	PRDM6, EN1, ARX, HOXB3, PDX1, FOXD3, MSX2, GATA2, DLX1, GATA3, LEF1, TBX18, TAL1, HOXB4, HOXA2, SOX2, MEIS2, TBX2, GFI1, POU4F2, LHX9, SOX1, NFIB, SALL1, WT1, MSX1, PAX2, MECOM, FEZF1, PAX6, SKOR1, SIM2, HOXB8, FOXF1, ZFHX3, FOXL2, IRX3, EOMES, NR4A2, ZNF503, DLX2, VAX2, PAX5, FOXE1, OSR2, GSC, NR2E1, TWIST1, HOXC8, CDKN2A, NKX2-5, TBR1, TBX3, TFAP2B, RUNX3, SKOR2, CBX2, FERD3L, NKX6-1, GATA6, NR2F2, HAND1, PITX1, PRDM1, FEZF2, SATB2, ISL1, CDX2, CBX8, FOXD1, SIX1, ZIC2, HIST1H1B, DMBX1, HOXA7, ALX1, DMRT1, SHOX2, GATA4, TBX20, PROX1, TGIF1, TBX15, SIX3, SOX3, OTP, TCF21, HEY2, FOXA1, OLIG2, SOX14, FOXC2, HOXD8, OLIG3, HOXD9, VAX1, POU4F1, PAX9

-- 42 of 2082--
GOID	GO:0010556
TERM	regulation of macromolecule biosynthetic process
P-VALUE	2.30759646676418e-24
CORRECTED P-VALUE	4.80441584380303e-21
NUM_ANNOTATIONS	220 (of 4878)
ANNOTATED_GENES	SIM2, LHX6, MECOM, FEZF1, ZFHX3, EOMES, HOXD3, PAX5, ZNF503, TLX3, GSC, HOXA6, POU4F3, IRX5, OSR2, EN1, EBF3, HOXB3, SP9, HOXD4, TFAP2D, HOXB2, STK3, PRDM6, LBX1, ISL2, DLX1, GATA2, BHLHE22, LEF1, ALX4, BARX1, ONECUT2, ZIC3, HOXA4, TBX2, MEIS1, DLX5, HOXA2, HOXB4, IGF2BP3, SALL1, WT1, MSX1, EN2, POU4F2, GFI1, LHX9, BARHL2, FOXL1, DMBX1, LHX5, ALX1, GATA4, TBX20, TGIF1, TBX15, UNCX, HOXD11, SIX2, SHOX2, FOXB2, DMRT1, LMX1A, HEY2, TCF21, HOXC11, SOX3, HOXD13, HOXD8, SOX14, OLIG3, FOXC2, PAX9, POU4F1, HOXB1, HOXC5, DLX6, DMRTA2, TBR1, HOXB5, TFAP2B, NEUROG2, TWIST1, HOXC4, RUNX3, HAND2, SKOR2, EMX2, HOXC13, CBX2, CCNC, HOXA10, PITX1, RAX, PRDM1, PTF1A, GSX2, FERD3L, NKX6-1, EVX2, HAND1, HOXB9, CUEDC2, ADCYAP1, GBX2, SIX1, ZIC2, CBX8, PAX6, SKOR1, LHX2, HOXB6, HOXC9, LMX1B, FOXL2, IRX3, HOXB7, HOXA13, DBX1, HOXB8, NKX2-6, FOXF1, MCIDAS, NR5A2, DLX2, VAX2, EBF1, OTX2, NBDY, FOXE1, HOXA3, PAX8, NR4A2, SP8, SIM1, NR2E1, FLI1, HOXC12, HOXA5, HOXA1, DMRT2, ARX, PAX3, HOXA9, BTNL9, FOXD3, MSX2, ZIC1, GATA3, PDX1, SOX21, ZDBF2, SOX2, NKX2-4, FOXB1, MEIS2, TBX5, ZFHX4, IGF2BP1, TBX18, TAL1, ZIC5, SIX6, PAX2, ZIC4, SOX1, NFIB, FOXA2, C14orf39, HOXD10, BSX, HOXA7, EBF2, HIST1H1B, PROX1, HOXA11, DMRT3, SIX3, NOLC1, PAX7, HOXD1, MNX1, OTP, NKX2-3, HOXD9, VAX1, PPRC1, ZNF883, FOXA1, OLIG1, OLIG2, FOXD2, NKX2-5, CDKN2A, HOXD12, BARHL1, SOX17, TBX3, LHX4, HOXC8, PITX2, VGLL2, RNF220, LIN28B, FEZF2, GATA6, NR2F2, LHX8, INO80B, FOXD1, HMX3, SATB2, PHOX2B, ISL1, HLX, ONECUT1, PRKCH, HOXC10, CDX2

-- 43 of 2082--
GOID	GO:1902679
TERM	negative regulation of RNA biosynthetic process
P-VALUE	2.65893119679466e-24
CORRECTED P-VALUE	5.53589475172648e-21
NUM_ANNOTATIONS	98 (of 1300)
ANNOTATED_GENES	SOX3, OTP, HEY2, TCF21, FOXA1, OLIG2, PAX9, VAX1, POU4F1, FOXC2, SOX14, HOXD8, OLIG3, HOXD9, DMBX1, HOXA7, HIST1H1B, ALX1, DMRT1, SHOX2, TGIF1, SIX3, TBX15, GATA4, PROX1, TBX20, HAND1, NR2F2, FERD3L, NKX6-1, GATA6, PRDM1, FEZF2, PITX1, CDX2, CBX8, SATB2, ISL1, SIX1, ZIC2, FOXD1, TWIST1, HOXC8, TBR1, TBX3, TFAP2B, NKX2-5, CDKN2A, CBX2, RUNX3, SKOR2, ZNF503, NR4A2, PAX5, FOXE1, DLX2, VAX2, OSR2, NR2E1, GSC, FEZF1, MECOM, SIM2, SKOR1, PAX6, FOXF1, HOXB8, FOXL2, EOMES, IRX3, ZFHX3, TAL1, HOXA2, HOXB4, TBX18, MEIS2, TBX2, SOX2, NFIB, GFI1, POU4F2, SOX1, LHX9, PAX2, SALL1, WT1, MSX1, PRDM6, ARX, HOXB3, EN1, PDX1, GATA2, DLX1, LEF1, GATA3, FOXD3, MSX2

-- 44 of 2082--
GOID	GO:0090304
TERM	nucleic acid metabolic process
P-VALUE	3.11086740183369e-23
CORRECTED P-VALUE	6.47682593061775e-20
NUM_ANNOTATIONS	221 (of 5005)
ANNOTATED_GENES	FOXE1, OTX2, NBDY, EBF1, NR5A2, DLX2, VAX2, SP8, PAX8, HOXA3, NR4A2, SIM1, NR2E1, GTF3C2, FLI1, HOXC12, LHX2, PAX6, SKOR1, LMX1B, HOXC9, HOXB6, FOXL2, HOXB7, IRX3, TTF1, FOXF1, MCIDAS, HOXA13, DBX1, HOXB8, NKX2-6, NKX2-4, FOXB1, MEIS2, SOX2, TAL1, ZIC5, ZFHX4, TBX5, TBX18, IGF2BP1, ZIC4, PAX2, SIX6, NFIB, SOX1, ARX, HOXA5, DMRT2, HOXA1, HOXA9, PAX3, ZIC1, GATA3, FOXD3, MSX2, SOX21, PDX1, HOXD1, MNX1, OTP, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, OLIG1, FOXA1, OLIG2, C14orf39, HOXD10, BSX, FOXA2, EBF2, HOXA7, HIST1H1B, SIX3, PROX1, HOXA11, DMRT3, PAX7, NOLC1, FEZF2, LIN28B, NR2F2, LHX8, GATA6, INO80B, FOXD1, PRKCH, SLFN13, ONECUT1, CDX2, HOXC10, SATB2, HMX3, ISL1, PHOX2B, HLX, SOX17, TBX3, FOXD2, NKX2-5, HOXD12, BARHL1, CDKN2A, LHX4, HOXC8, PITX2, VGLL2, RNF220, PAX5, ZNF503, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, SIM2, LHX6, FEZF1, MECOM, EOMES, ZFHX3, HOXD3, TBX2, DLX5, HOXA2, HOXB4, IGF2BP3, MEIS1, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, BARHL2, LHX9, SP9, HOXB3, EBF3, EN1, STK3, PRDM6, TFAP2D, HOXB2, HOXD4, GATA2, BHLHE22, DLX1, LEF1, LBX1, ISL2, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, HOXC11, LMX1A, TCF21, HEY2, HOXD13, SOX3, POU4F1, PAX9, HOXD8, SOX14, OLIG3, FOXC2, HOXC5, HOXB1, DLX6, FOXL1, DMBX1, LHX5, ALX1, RSRC1, TGIF1, TBX15, GATA4, TBX20, DMRT1, SHOX2, FOXB2, UNCX, HOXD11, SIX2, RAX, PRDM1, CCNC, HOXA10, PITX1, HAND1, HOXB9, EVX2, PTF1A, GSX2, FERD3L, NKX6-1, SIX1, ZIC2, GBX2, ADCYAP1, CBX8, TBR1, HOXB5, TFAP2B, NEUROG2, DMRTA2, TWIST1, HOXC13, EMX2, CBX2, RUNX3, HOXC4, SKOR2, HAND2

-- 45 of 2082--
GOID	GO:0051253
TERM	negative regulation of RNA metabolic process
P-VALUE	3.13816265385216e-23
CORRECTED P-VALUE	6.5336546453202e-20
NUM_ANNOTATIONS	100 (of 1392)
ANNOTATED_GENES	FOXA1, OLIG2, VAX1, POU4F1, PAX9, FOXC2, SOX14, HOXD8, OLIG3, HOXD9, OTP, SOX3, HEY2, TCF21, DMRT1, SHOX2, TGIF1, TBX15, SIX3, GATA4, TBX20, PROX1, HIST1H1B, DMBX1, HOXA7, ALX1, CDX2, CBX8, SATB2, ISL1, SIX1, ZIC2, FOXD1, HAND1, NR2F2, FERD3L, GATA6, NKX6-1, PRDM1, FEZF2, PITX1, CBX2, RUNX3, SKOR2, HOXC8, TWIST1, TBR1, TFAP2B, TBX3, NKX2-5, CDKN2A, OSR2, NR2E1, GSC, ZNF503, NR4A2, PAX5, FOXE1, DLX2, VAX2, FOXF1, HOXB8, FOXL2, IRX3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, SKOR1, PAX6, NFIB, GFI1, POU4F2, LHX9, SOX1, PAX2, SALL1, WT1, MSX1, TAL1, IGF2BP3, HOXA2, HOXB4, TBX18, IGF2BP1, TBX2, MEIS2, SOX2, PDX1, GATA2, DLX1, LEF1, GATA3, FOXD3, MSX2, PRDM6, ARX, HOXB3, EN1

-- 46 of 2082--
GOID	GO:0009888
TERM	tissue development
P-VALUE	4.08162221607845e-23
CORRECTED P-VALUE	8.49793745387534e-20
NUM_ANNOTATIONS	120 (of 1905)
