Date	Wed Feb 19 18:29:42 EST 2025
Aspect	P
P-value cutoff	0.01
Calculate FDR	Yes
Regulation links followed	Yes
Bonferroni correction	Yes
Uploaded gene list	polycomb gene_list
Annotation file	gene_association.goa_human_hgnc
Ontology file	
Evidence codes used	IMP (25206), IEP (933), ISS (28265), RCA (470), IGI (2047), ISO (11), IEA (73570), ISA (1439), IKR (23), HMP (129), IDA (88710), ND (1706), HEP (70), IBA (68552), IC (6837), TAS (95949), HDA (9421), EXP (613), NAS (7152), IPI (213005), ISM (3)
Unknown identifiers (222)	AC003986.1 AC003986.2 AC003986.3 AC004080.2 AC004080.3 AC004080.4 AC004080.5 AC004080.6 AC005224.2 AC007405.2 AC008060.2 AC008060.3 AC008406.3 AC008808.1 AC008808.2 AC008875.1 AC009166.1 AC009292.2 AC009531.1 AC010478.1 AC010997.3 AC010997.4 AC011396.2 AC011700.1 AC012531.1 AC012531.4 AC012574.1 AC012594.1 AC015911.4 AC016251.2 AC018470.1 AC018553.2 AC018563.1 AC019068.1 AC023886.1 AC025171.1 AC025171.2 AC025171.3 AC025171.5 AC026688.2 AC026704.1 AC027243.1 AC058822.1 AC074099.1 AC078909.1 AC078909.2 AC083795.2 AC084864.1 AC087477.2 AC087477.5 AC087477.6 AC090340.1 AC091076.1 AC091133.2 AC091133.3 AC091959.3 AC091980.2 AC099786.2 AC099786.3 AC100791.2 AC103702.1 AC103702.2 AC103746.1 AC105389.1 AC106738.2 AC106786.1 AC108210.1 AC108482.1 AC116667.2 AL021808.1 AL035443.1 AL049637.2 AL049874.3 AL079303.1 AL121612.2 AL135960.1 AL136366.1 AL137784.1 AL137784.2 AL137784.3 AL138688.1 AL139420.2 AL158013.1 AL158211.3 AL161457.2 AL161781.2 AL161908.1 AL161908.2 AL354863.1 AL355497.1 AL359922.1 AL365259.1 AP000697.1 AP000894.2 AP001122.1 ASTM1-AS1 BARX1-DT C5orf66 CCDC140 CDKN2A-DT CRNDE DLEU2 DLX6-AS1 EMX2OS FENDRR FEZF1-AS1 FIRRE FOXC2-AS1 FOXD1-AS1 FOXD2-AS1 FOXD3-AS1 FZD10-DT GATA2-AS1 GATA3-AS1 GATA6-AS1 HALGR HALGROS HAND2-AS1 HIST1H2BPS2 HIST1H3I HIST1H3L HLX-AS1 HMGN1P6 HNRNPA1P1 HOTAIR HOTAIRM1 HOTTIP HOXA-AS2 HOXA-AS3 HOXA10-AS HOXA11-AS HOXB-AS1 HOXB-AS2 HOXB-AS3 HOXB-AS4 HOXC-AS1 HOXC-AS2 HOXC-AS3 HOXC13-AS HOXD2 LBX1-AS1 LEF1-AS1 LHX5-AS1 LIN28B-AS1 LINC00261 LINC00543 LINC00556 LINC00629 LINC00682 LINC01079 LINC01096 LINC01097 LINC01143 LINC01305 LINC01312 LINC01385 LINC01396 LINC01475 LINC01798 LINC01833 LINC01956 LINC02084 LINC02086 LINC02106 LINC02202 LINC02268 LOC401463 MGC12916 MIR146B MIR148A MIR152 MIR182 MIR196A1 MIR196A2 MIR3663 MIR449A MIR503HG MIR6068 MIR8089 MIR96 MNX1-AS1 MORF4L2P1 NR2F2-AS1 PANCR PAUPAR PGM5-AS1 PLUT PNKDP1 PPIAP28 PTCSC2 RF00017 RF01905 RF01906 RF01954 RF01975 RF01976 RF01979 RF02040 RF02043 RF02142 RF02272 RN7SL272P RNF219-AS1 RNU5D-2P RNU6-1 RNU6-570P SALRNA1 SATB2-AS1 SENCR SIX3-AS1 SOX2-OT SOX21-AS1 SPA17P1 TARID TBX2-AS1 TBX5-AS1 THORLNC TRAPPC2P2 TTC6 ZFHX4-AS1 ZIC4-AS1 ZNF503-AS2

GOID	TERM	CORRECTED_PVALUE	UNCORRECTED_PVALUE	NUM_LIST_ANNOTATIONS	LIST_SIZE	TOTAL_NUM_ANNOTATIONS	POPULATION_SIZE	FDR_RATE	EXPECTED_FALSE_POSITIVES	ANNOTATED_GENES
GO:0045892	negative regulation of DNA-templated transcription	2.4528384751936e-21	1.17811646262901e-24	98	482	1286	19817	0.00%	0.00	PRDM6, EN1, ARX, HOXB3, PDX1, FOXD3, MSX2, GATA2, DLX1, GATA3, LEF1, TBX18, TAL1, HOXB4, HOXA2, SOX2, MEIS2, TBX2, GFI1, POU4F2, LHX9, SOX1, NFIB, SALL1, WT1, MSX1, PAX2, MECOM, FEZF1, PAX6, SKOR1, SIM2, HOXB8, FOXF1, ZFHX3, FOXL2, IRX3, EOMES, NR4A2, ZNF503, DLX2, VAX2, PAX5, FOXE1, OSR2, GSC, NR2E1, TWIST1, HOXC8, CDKN2A, NKX2-5, TBR1, TBX3, TFAP2B, RUNX3, SKOR2, CBX2, FERD3L, NKX6-1, GATA6, NR2F2, HAND1, PITX1, PRDM1, FEZF2, SATB2, ISL1, CDX2, CBX8, FOXD1, SIX1, ZIC2, HIST1H1B, DMBX1, HOXA7, ALX1, DMRT1, SHOX2, GATA4, TBX20, PROX1, TGIF1, TBX15, SIX3, SOX3, OTP, TCF21, HEY2, FOXA1, OLIG2, SOX14, FOXC2, HOXD8, OLIG3, HOXD9, VAX1, POU4F1, PAX9
GO:0010556	regulation of macromolecule biosynthetic process	4.80441584380303e-21	2.30759646676418e-24	220	482	4878	19817	0.00%	0.00	SIM2, LHX6, MECOM, FEZF1, ZFHX3, EOMES, HOXD3, PAX5, ZNF503, TLX3, GSC, HOXA6, POU4F3, IRX5, OSR2, EN1, EBF3, HOXB3, SP9, HOXD4, TFAP2D, HOXB2, STK3, PRDM6, LBX1, ISL2, DLX1, GATA2, BHLHE22, LEF1, ALX4, BARX1, ONECUT2, ZIC3, HOXA4, TBX2, MEIS1, DLX5, HOXA2, HOXB4, IGF2BP3, SALL1, WT1, MSX1, EN2, POU4F2, GFI1, LHX9, BARHL2, FOXL1, DMBX1, LHX5, ALX1, GATA4, TBX20, TGIF1, TBX15, UNCX, HOXD11, SIX2, SHOX2, FOXB2, DMRT1, LMX1A, HEY2, TCF21, HOXC11, SOX3, HOXD13, HOXD8, SOX14, OLIG3, FOXC2, PAX9, POU4F1, HOXB1, HOXC5, DLX6, DMRTA2, TBR1, HOXB5, TFAP2B, NEUROG2, TWIST1, HOXC4, RUNX3, HAND2, SKOR2, EMX2, HOXC13, CBX2, CCNC, HOXA10, PITX1, RAX, PRDM1, PTF1A, GSX2, FERD3L, NKX6-1, EVX2, HAND1, HOXB9, CUEDC2, ADCYAP1, GBX2, SIX1, ZIC2, CBX8, PAX6, SKOR1, LHX2, HOXB6, HOXC9, LMX1B, FOXL2, IRX3, HOXB7, HOXA13, DBX1, HOXB8, NKX2-6, FOXF1, MCIDAS, NR5A2, DLX2, VAX2, EBF1, OTX2, NBDY, FOXE1, HOXA3, PAX8, NR4A2, SP8, SIM1, NR2E1, FLI1, HOXC12, HOXA5, HOXA1, DMRT2, ARX, PAX3, HOXA9, BTNL9, FOXD3, MSX2, ZIC1, GATA3, PDX1, SOX21, ZDBF2, SOX2, NKX2-4, FOXB1, MEIS2, TBX5, ZFHX4, IGF2BP1, TBX18, TAL1, ZIC5, SIX6, PAX2, ZIC4, SOX1, NFIB, FOXA2, C14orf39, HOXD10, BSX, HOXA7, EBF2, HIST1H1B, PROX1, HOXA11, DMRT3, SIX3, NOLC1, PAX7, HOXD1, MNX1, OTP, NKX2-3, HOXD9, VAX1, PPRC1, ZNF883, FOXA1, OLIG1, OLIG2, FOXD2, NKX2-5, CDKN2A, HOXD12, BARHL1, SOX17, TBX3, LHX4, HOXC8, PITX2, VGLL2, RNF220, LIN28B, FEZF2, GATA6, NR2F2, LHX8, INO80B, FOXD1, HMX3, SATB2, PHOX2B, ISL1, HLX, ONECUT1, PRKCH, HOXC10, CDX2
GO:1902679	negative regulation of RNA biosynthetic process	5.53589475172648e-21	2.65893119679466e-24	98	482	1300	19817	0.00%	0.00	SOX3, OTP, HEY2, TCF21, FOXA1, OLIG2, PAX9, VAX1, POU4F1, FOXC2, SOX14, HOXD8, OLIG3, HOXD9, DMBX1, HOXA7, HIST1H1B, ALX1, DMRT1, SHOX2, TGIF1, SIX3, TBX15, GATA4, PROX1, TBX20, HAND1, NR2F2, FERD3L, NKX6-1, GATA6, PRDM1, FEZF2, PITX1, CDX2, CBX8, SATB2, ISL1, SIX1, ZIC2, FOXD1, TWIST1, HOXC8, TBR1, TBX3, TFAP2B, NKX2-5, CDKN2A, CBX2, RUNX3, SKOR2, ZNF503, NR4A2, PAX5, FOXE1, DLX2, VAX2, OSR2, NR2E1, GSC, FEZF1, MECOM, SIM2, SKOR1, PAX6, FOXF1, HOXB8, FOXL2, EOMES, IRX3, ZFHX3, TAL1, HOXA2, HOXB4, TBX18, MEIS2, TBX2, SOX2, NFIB, GFI1, POU4F2, SOX1, LHX9, PAX2, SALL1, WT1, MSX1, PRDM6, ARX, HOXB3, EN1, PDX1, GATA2, DLX1, LEF1, GATA3, FOXD3, MSX2
GO:0090304	nucleic acid metabolic process	6.47682593061775e-20	3.11086740183369e-23	221	482	5005	19817	0.00%	0.00	FOXE1, OTX2, NBDY, EBF1, NR5A2, DLX2, VAX2, SP8, PAX8, HOXA3, NR4A2, SIM1, NR2E1, GTF3C2, FLI1, HOXC12, LHX2, PAX6, SKOR1, LMX1B, HOXC9, HOXB6, FOXL2, HOXB7, IRX3, TTF1, FOXF1, MCIDAS, HOXA13, DBX1, HOXB8, NKX2-6, NKX2-4, FOXB1, MEIS2, SOX2, TAL1, ZIC5, ZFHX4, TBX5, TBX18, IGF2BP1, ZIC4, PAX2, SIX6, NFIB, SOX1, ARX, HOXA5, DMRT2, HOXA1, HOXA9, PAX3, ZIC1, GATA3, FOXD3, MSX2, SOX21, PDX1, HOXD1, MNX1, OTP, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, OLIG1, FOXA1, OLIG2, C14orf39, HOXD10, BSX, FOXA2, EBF2, HOXA7, HIST1H1B, SIX3, PROX1, HOXA11, DMRT3, PAX7, NOLC1, FEZF2, LIN28B, NR2F2, LHX8, GATA6, INO80B, FOXD1, PRKCH, SLFN13, ONECUT1, CDX2, HOXC10, SATB2, HMX3, ISL1, PHOX2B, HLX, SOX17, TBX3, FOXD2, NKX2-5, HOXD12, BARHL1, CDKN2A, LHX4, HOXC8, PITX2, VGLL2, RNF220, PAX5, ZNF503, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, SIM2, LHX6, FEZF1, MECOM, EOMES, ZFHX3, HOXD3, TBX2, DLX5, HOXA2, HOXB4, IGF2BP3, MEIS1, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, BARHL2, LHX9, SP9, HOXB3, EBF3, EN1, STK3, PRDM6, TFAP2D, HOXB2, HOXD4, GATA2, BHLHE22, DLX1, LEF1, LBX1, ISL2, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, HOXC11, LMX1A, TCF21, HEY2, HOXD13, SOX3, POU4F1, PAX9, HOXD8, SOX14, OLIG3, FOXC2, HOXC5, HOXB1, DLX6, FOXL1, DMBX1, LHX5, ALX1, RSRC1, TGIF1, TBX15, GATA4, TBX20, DMRT1, SHOX2, FOXB2, UNCX, HOXD11, SIX2, RAX, PRDM1, CCNC, HOXA10, PITX1, HAND1, HOXB9, EVX2, PTF1A, GSX2, FERD3L, NKX6-1, SIX1, ZIC2, GBX2, ADCYAP1, CBX8, TBR1, HOXB5, TFAP2B, NEUROG2, DMRTA2, TWIST1, HOXC13, EMX2, CBX2, RUNX3, HOXC4, SKOR2, HAND2
GO:0051253	negative regulation of RNA metabolic process	6.5336546453202e-20	3.13816265385216e-23	100	482	1392	19817	0.00%	0.00	FOXA1, OLIG2, VAX1, POU4F1, PAX9, FOXC2, SOX14, HOXD8, OLIG3, HOXD9, OTP, SOX3, HEY2, TCF21, DMRT1, SHOX2, TGIF1, TBX15, SIX3, GATA4, TBX20, PROX1, HIST1H1B, DMBX1, HOXA7, ALX1, CDX2, CBX8, SATB2, ISL1, SIX1, ZIC2, FOXD1, HAND1, NR2F2, FERD3L, GATA6, NKX6-1, PRDM1, FEZF2, PITX1, CBX2, RUNX3, SKOR2, HOXC8, TWIST1, TBR1, TFAP2B, TBX3, NKX2-5, CDKN2A, OSR2, NR2E1, GSC, ZNF503, NR4A2, PAX5, FOXE1, DLX2, VAX2, FOXF1, HOXB8, FOXL2, IRX3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, SKOR1, PAX6, NFIB, GFI1, POU4F2, LHX9, SOX1, PAX2, SALL1, WT1, MSX1, TAL1, IGF2BP3, HOXA2, HOXB4, TBX18, IGF2BP1, TBX2, MEIS2, SOX2, PDX1, GATA2, DLX1, LEF1, GATA3, FOXD3, MSX2, PRDM6, ARX, HOXB3, EN1
GO:0009888	tissue development	8.49793745387534e-20	4.08162221607845e-23	120	482	1905	19817	0.00%	0.00	TWIST1, TFAP2B, TBX3, HOXB5, SOX17, NKX2-5, DMRTA2, HOXC13, RNF220, HAND2, HOXC4, VGLL2, RUNX3, PITX2, PCDH8, NR2F2, HAND1, GATA6, NKX6-1, PTF1A, FERD3L, PRDM1, PITX1, CDX2, PRKCH, ONECUT1, HLX, PHOX2B, ISL1, SATB2, SIX1, GBX2, FOXD1, ALX1, EBF2, HOXA7, HOXD10, FOXA2, FOXL1, DMRT1, SHOX2, HOXD11, SIX2, NOLC1, UNCX, SIX3, TBX20, HOXA11, PROX1, GATA4, HOXD13, HOXC11, HEY2, TCF21, DLX6, FOXA1, PAX9, VAX1, POU4F1, HOXD9, NKX2-3, FOXC2, GJB6, STK3, HOXB2, HOXB3, ARX, CCNO, DMRT2, HOXA5, EN1, ONECUT2, ZIC3, SOX21, NUP133, BARX1, PDX1, ALX4, GATA3, LEF1, MSX2, LBX1, HOXB4, DLX5, TAL1, TBX5, TBX18, TBX2, FOXB1, SOX2, NFIB, POU4F2, GJB2, PAX2, MSX1, SALL1, WT1, PGM5, LHX2, PAX6, MCIDAS, FOXF1, HOXD3, NKX2-6, HOXA13, HOXB7, IRX3, EOMES, FOXL2, HOXA3, PAX8, FOXE1, PAX5, VAX2, DLX2, NR5A2, OSR2, POU4F3, SIM1, GSC
GO:0048731	system development	1.13015168187354e-19	5.42820212235131e-23	184	482	3793	19817	0.00%	0.00	LHX6, SIM2, FEZF1, EOMES, ZFHX3, HOXD3, PAX5, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, HOXB3, EN1, STK3, PRDM6, HOXD4, TFAP2D, HOXB2, BHLHE22, GATA2, DLX1, LEF1, ISL2, LBX1, ONECUT2, ZIC3, HOXA4, ALX4, BARX1, TBX2, DLX5, IGF2BP3, HOXA2, HOXB4, MEIS1, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, FOXL1, DMBX1, LHX5, ALX1, TBX15, GATA4, TBX20, SLC17A6, DMRT1, SHOX2, UNCX, HOXD11, SIX2, HOXC11, LMX1A, TCF21, HEY2, HOXD13, SOX3, POU4F1, HOXD8, SOX14, OLIG3, FOXC2, HOXC5, DLX6, HOXB1, TBR1, TFAP2B, NEUROG2, HOXB5, DMRTA2, TWIST1, EMX2, HOXC4, RUNX3, HAND2, RAX, PRDM1, HOXA10, PITX1, HAND1, HOXB9, PTF1A, FERD3L, GSX2, NKX6-1, SIX1, ZIC2, GBX2, ADCYAP1, LHX2, PAX6, LMX1B, HOXC9, HOXB6, FOXL2, HOXB7, IRX3, FOXF1, DBX1, HOXA13, HOXB8, NKX2-6, OTX2, FOXE1, DLX2, VAX2, HOXA3, PAX8, NR4A2, NR2E1, SIM1, ARX, HOXA5, HOXA1, DMRT2, GJB6, HOXA9, PAX3, ZIC1, GATA3, MSX2, PDX1, NUP133, FOXB1, MEIS2, SOX2, TAL1, ZIC5, TBX18, TBX5, IGF2BP1, ZIC4, PAX2, FZD10, SIX6, NFIB, SOX1, HOXD10, FOXA2, HOXA7, SIX3, HOXA11, PROX1, DMRT3, HOXD1, SPAG6, MNX1, OTP, VAX1, NKX2-3, HOXD9, OLIG1, FOXA1, OLIG2, SOX17, TBX3, BARHL1, NKX2-5, HOXD12, LHX4, HOXC8, PITX2, RNF220, FEZF2, NR2F2, LHX8, GATA6, FOXD1, PRKCH, ONECUT1, CDX2, HOXC10, SATB2, HMX3, ISL1, PHOX2B, HLX
GO:0009889	regulation of biosynthetic process	4.55004183386245e-19	2.18541874825286e-22	220	482	5042	19817	0.00%	0.00	LHX4, HOXC8, SOX17, TBX3, FOXD2, HOXD12, NKX2-5, BARHL1, CDKN2A, VGLL2, RNF220, PITX2, NR2F2, LHX8, GATA6, FEZF2, LIN28B, ONECUT1, PRKCH, HOXC10, CDX2, HMX3, SATB2, HLX, PHOX2B, ISL1, INO80B, FOXD1, EBF2, HOXA7, HIST1H1B, HOXD10, C14orf39, BSX, FOXA2, PAX7, NOLC1, SIX3, PROX1, DMRT3, HOXA11, MNX1, OTP, HOXD1, OLIG1, FOXA1, OLIG2, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, HOXA9, PAX3, ARX, HOXA5, DMRT2, HOXA1, SOX21, PDX1, ZIC1, GATA3, BTNL9, FOXD3, MSX2, TAL1, ZIC5, ZFHX4, IGF2BP1, TBX5, TBX18, NKX2-4, FOXB1, MEIS2, SOX2, ZDBF2, NFIB, SOX1, PAX2, ZIC4, SIX6, LMX1B, HOXC9, HOXB6, LHX2, SKOR1, PAX6, FOXF1, MCIDAS, HOXA13, DBX1, HOXB8, NKX2-6, FOXL2, IRX3, HOXB7, SP8, PAX8, HOXA3, NR4A2, OTX2, NBDY, EBF1, FOXE1, DLX2, NR5A2, VAX2, FLI1, HOXC12, NR2E1, SIM1, TWIST1, TBR1, NEUROG2, TFAP2B, HOXB5, DMRTA2, EMX2, HOXC13, CBX2, RUNX3, HOXC4, SKOR2, HAND2, HAND1, EVX2, HOXB9, PTF1A, GSX2, FERD3L, NKX6-1, PRDM1, RAX, HOXA10, CCNC, PITX1, CBX8, SIX1, ZIC2, CUEDC2, ADCYAP1, GBX2, DMBX1, ALX1, LHX5, FOXL1, SHOX2, DMRT1, FOXB2, UNCX, SIX2, HOXD11, TGIF1, TBX15, GATA4, TBX20, HOXD13, SOX3, HOXC11, LMX1A, HEY2, TCF21, DLX6, HOXB1, HOXC5, PAX9, POU4F1, SOX14, HOXD8, OLIG3, FOXC2, STK3, PRDM6, HOXD4, TFAP2D, HOXB2, HOXB3, SP9, EBF3, EN1, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, GATA2, DLX1, BHLHE22, LEF1, ISL2, LBX1, DLX5, HOXA2, IGF2BP3, HOXB4, MEIS1, TBX2, GFI1, POU4F2, BARHL2, LHX9, EN2, SALL1, WT1, MSX1, FEZF1, MECOM, SIM2, LHX6, HOXD3, EOMES, ZFHX3, ZNF503, PAX5, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3
GO:0010557	positive regulation of macromolecule biosynthetic process	1.30736201047427e-18	6.27935643839706e-22	139	482	2497	19817	0.00%	0.00	PAX2, NFIB, SOX1, MEIS2, SOX2, TAL1, TBX5, IGF2BP1, GATA3, ZIC1, FOXD3, SOX21, PDX1, ARX, HOXA1, DMRT2, HOXA5, PAX3, NR2E1, FLI1, FOXE1, OTX2, DLX2, NR5A2, NR4A2, PAX8, IRX3, HOXB7, FOXL2, MCIDAS, FOXF1, NKX2-6, HOXA13, LHX2, PAX6, LMX1B, FOXD1, INO80B, CDX2, HOXC10, ONECUT1, PHOX2B, ISL1, SATB2, FEZF2, LIN28B, NR2F2, GATA6, PITX2, VGLL2, TBX3, SOX17, BARHL1, NKX2-5, FOXD2, LHX4, PPRC1, HOXD9, NKX2-3, FOXA1, SIX3, PROX1, HOXA11, NOLC1, HOXD10, BSX, FOXA2, HOXA7, EBF2, EN2, MSX1, SALL1, WT1, BARHL2, POU4F2, TBX2, HOXB4, HOXA2, IGF2BP3, DLX5, MEIS1, LEF1, DLX1, GATA2, ZIC3, ONECUT2, ALX4, HOXB3, EN1, EBF3, TFAP2D, HOXB2, HOXD4, OSR2, POU4F3, PAX5, EOMES, ZFHX3, HOXD3, FEZF1, MECOM, ZIC2, SIX1, ADCYAP1, GBX2, PRDM1, RAX, PITX1, HOXA10, CCNC, HOXB9, HAND1, NKX6-1, PTF1A, HOXC13, HAND2, HOXC4, RUNX3, HOXB5, TFAP2B, TBR1, TWIST1, POU4F1, PAX9, HOXD8, FOXC2, HOXB1, HOXC11, TCF21, HEY2, LMX1A, HOXD13, SOX3, TBX20, GATA4, DMRT1, SIX2, ALX1, LHX5
GO:0007399	nervous system development	2.25661486554407e-18	1.08386881150051e-21	135	482	2397	19817	0.00%	0.00	HOXB3, EN1, STK3, PRDM6, TFAP2D, HOXB2, GATA2, BHLHE22, DLX1, LEF1, LBX1, ISL2, ZIC3, ONECUT2, TBX2, DLX5, IGF2BP3, HOXA2, MEIS1, EN2, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, SIM2, LHX6, FEZF1, EOMES, ZFHX3, HOXD3, PAX5, GSC, TLX3, POU4F3, IRX5, TBR1, NEUROG2, TFAP2B, DMRTA2, TWIST1, EMX2, RUNX3, HAND2, RAX, PRDM1, PITX1, GSX2, PTF1A, FERD3L, NKX6-1, SIX1, ZIC2, ADCYAP1, GBX2, DMBX1, LHX5, TBX20, SHOX2, UNCX, LMX1A, HEY2, SOX3, POU4F1, OLIG3, SOX14, DLX6, HOXB1, ARX, HOXA1, PAX3, ZIC1, GATA3, PDX1, NUP133, FOXB1, MEIS2, SOX2, TAL1, ZIC5, IGF2BP1, PAX2, ZIC4, FZD10, NFIB, SOX1, LHX2, PAX6, LMX1B, IRX3, DBX1, NKX2-6, HOXB8, OTX2, DLX2, VAX2, HOXA3, PAX8, NR4A2, SIM1, NR2E1, SOX17, TBX3, NKX2-5, BARHL1, LHX4, HOXC8, PITX2, RNF220, FEZF2, NR2F2, LHX8, FOXD1, PRKCH, HOXC10, HMX3, SATB2, PHOX2B, HLX, ISL1, HOXD10, FOXA2, SIX3, DMRT3, PROX1, HOXD1, SPAG6, MNX1, OTP, VAX1, HOXD9, OLIG1, FOXA1, OLIG2
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	2.47486675289407e-18	1.18869680734585e-21	102	482	1512	19817	0.00%	0.00	TTF1, MCIDAS, FOXF1, HOXB8, FOXL2, IRX3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, SKOR1, PAX6, OSR2, GSC, NR2E1, ZNF503, NR4A2, PAX5, FOXE1, DLX2, VAX2, PDX1, GATA2, DLX1, LEF1, GATA3, FOXD3, MSX2, PRDM6, ARX, HOXB3, EN1, NFIB, POU4F2, GFI1, SOX1, LHX9, PAX2, SALL1, WT1, MSX1, TAL1, HOXB4, IGF2BP3, HOXA2, IGF2BP1, TBX18, MEIS2, TBX2, SOX2, SHOX2, DMRT1, TGIF1, SIX3, TBX15, GATA4, TBX20, PROX1, HIST1H1B, DMBX1, HOXA7, ALX1, FOXA1, OLIG2, POU4F1, VAX1, PAX9, SOX14, OLIG3, HOXD8, FOXC2, HOXD9, OTP, SOX3, TCF21, HEY2, CBX2, RUNX3, SKOR2, TWIST1, HOXC8, TBR1, TFAP2B, TBX3, CDKN2A, NKX2-5, CDX2, CBX8, SATB2, ISL1, SIX1, ZIC2, FOXD1, HAND1, NR2F2, FERD3L, GATA6, NKX6-1, FEZF2, PRDM1, PITX1
GO:0030900	forebrain development	6.41018629916023e-18	3.07885989392903e-21	48	482	375	19817	0.00%	0.00	LHX6, LHX2, PAX6, FEZF1, LHX5, EOMES, SIX3, PROX1, UNCX, NKX2-6, PAX5, OTX2, LMX1A, DLX2, VAX2, NR4A2, SOX3, OTP, POU4F1, NR2E1, GSC, OLIG2, ARX, TBR1, TBX3, DMRTA2, DLX1, GATA2, PITX2, LEF1, EMX2, FEZF2, RAX, FOXB1, PITX1, SOX2, NR2F2, DLX5, LHX8, GSX2, IGF2BP1, SALL1, GBX2, MSX1, NFIB, SATB2, ISL1, SOX1
GO:0060322	head development	9.44867404299602e-18	4.53826803217868e-21	70	482	793	19817	0.00%	0.00	TFAP2D, HOXB2, HOXB3, ARX, EN1, LEF1, GATA2, ZIC1, DLX1, DLX5, HOXA2, IGF2BP1, MEIS1, MEIS2, FOXB1, SOX2, NFIB, SOX1, PAX2, EN2, MSX1, SALL1, FEZF1, LHX2, LHX6, PAX6, NKX2-6, EOMES, ZFHX3, NR4A2, OTX2, PAX5, VAX2, DLX2, OSR2, NR2E1, GSC, TBX3, TBR1, BARHL1, DMRTA2, EMX2, PITX2, LHX8, NR2F2, GSX2, PTF1A, FEZF2, RAX, PITX1, ISL1, PHOX2B, HMX3, SATB2, ZIC2, GBX2, LHX5, DMBX1, UNCX, SIX3, PROX1, OTP, SOX3, LMX1A, OLIG2, HOXB1, DLX6, POU4F1, VAX1, PAX9
GO:0048699	generation of neurons	1.15138841920572e-17	5.53020374258271e-21	97	482	1418	19817	0.00%	0.00	EN2, PAX2, FZD10, SALL1, NFIB, GFI1, POU4F2, SOX1, LHX9, BARHL2, FOXB1, SOX2, TAL1, DLX5, HOXA2, MEIS1, IGF2BP1, GATA2, BHLHE22, DLX1, GATA3, LEF1, ISL2, LBX1, ONECUT2, ARX, EN1, NR2E1, TLX3, POU4F3, IRX5, OTX2, DLX2, VAX2, NR4A2, EOMES, IRX3, ZFHX3, HOXD3, DBX1, LHX6, LHX2, PAX6, LMX1B, FEZF1, SIX1, FOXD1, ADCYAP1, GBX2, HOXC10, SATB2, ISL1, PHOX2B, PRDM1, FEZF2, NR2F2, LHX8, GSX2, PTF1A, NKX6-1, PITX2, EMX2, RUNX3, HAND2, RNF220, TBR1, NEUROG2, DMRTA2, NKX2-5, BARHL1, LHX4, HOXC8, TWIST1, VAX1, POU4F1, SOX14, OLIG3, HOXD9, FOXA1, OLIG1, OLIG2, LMX1A, HOXD1, HEY2, SPAG6, MNX1, SOX3, OTP, SIX3, PROX1, TBX20, DMRT3, SHOX2, UNCX, HOXD10, FOXA2, LHX5
GO:0007420	brain development	3.08716161402237e-17	1.48278655812794e-20	67	482	747	19817	0.00%	0.00	DLX1, ZIC1, GATA2, LEF1, TFAP2D, HOXB2, ARX, HOXB3, EN1, NFIB, SOX1, EN2, PAX2, SALL1, MSX1, DLX5, HOXA2, MEIS1, IGF2BP1, FOXB1, MEIS2, SOX2, NKX2-6, EOMES, ZFHX3, FEZF1, LHX2, LHX6, PAX6, NR2E1, GSC, NR4A2, PAX5, OTX2, DLX2, VAX2, EMX2, PITX2, TBR1, TBX3, DMRTA2, BARHL1, SATB2, HMX3, PHOX2B, ISL1, ZIC2, GBX2, NR2F2, LHX8, GSX2, PTF1A, RAX, FEZF2, PITX1, UNCX, SIX3, PROX1, DMBX1, LHX5, OLIG2, HOXB1, VAX1, POU4F1, OTP, SOX3, LMX1A
