	chrom1	start1	end1	chrom2	start2	end2	region1	region2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
215	chr5	51380000	51390000	chr5	77960000	77970000	('chr5', 51380000, 51390000)	('chr5', 77960000, 77970000)	(('chr5', 51380000, 51390000), ('chr5', 77960000, 77970000))	26580000.0	100000000	ISL1,AC010478.1	AC108482.1
216	chr5	51380000	51390000	chr5	123080000	123090000	('chr5', 51380000, 51390000)	('chr5', 123080000, 123090000)	(('chr5', 51380000, 51390000), ('chr5', 123080000, 123090000))	71700000.0	100000000	ISL1,AC010478.1	PRDM6,AC106786.1
217	chr5	51380000	51390000	chr5	135020000	135030000	('chr5', 51380000, 51390000)	('chr5', 135020000, 135030000)	(('chr5', 51380000, 51390000), ('chr5', 135020000, 135030000))	83640000.0	100000000	ISL1,AC010478.1	PITX1,C5orf66,AC008406.3
218	chr5	51380000	51390000	chr5	154460000	154470000	('chr5', 51380000, 51390000)	('chr5', 154460000, 154470000)	(('chr5', 51380000, 51390000), ('chr5', 154460000, 154470000))	103080000.0	100000000	ISL1,AC010478.1	HAND1,AC026688.2
219	chr5	51380000	51390000	chr5	159080000	159090000	('chr5', 51380000, 51390000)	('chr5', 159080000, 159090000)	(('chr5', 51380000, 51390000), ('chr5', 159080000, 159090000))	107700000.0	100000000	ISL1,AC010478.1	EBF1,LINC02202
220	chr5	55160000	55170000	chr5	73440000	73450000	('chr5', 55160000, 55170000)	('chr5', 73440000, 73450000)	(('chr5', 55160000, 55170000), ('chr5', 73440000, 73450000))	18280000.0	100000000	GPX8,CDC20B,MIR449A	FOXD1,FOXD1-AS1,LINC01385
221	chr5	55160000	55170000	chr5	77630000	77640000	('chr5', 55160000, 55170000)	('chr5', 77630000, 77640000)	(('chr5', 55160000, 55170000), ('chr5', 77630000, 77640000))	22470000.0	100000000	GPX8,CDC20B,MIR449A	OTP,WDR41
222	chr5	55220000	55230000	chr5	73440000	73450000	('chr5', 55220000, 55230000)	('chr5', 73440000, 73450000)	(('chr5', 55220000, 55230000), ('chr5', 73440000, 73450000))	18220000.0	100000000	MCIDAS,CCNO,AC026704.1	FOXD1,FOXD1-AS1,LINC01385
223	chr5	55220000	55230000	chr5	146320000	146330000	('chr5', 55220000, 55230000)	('chr5', 146320000, 146330000)	(('chr5', 55220000, 55230000), ('chr5', 146320000, 146330000))	91100000.0	100000000	MCIDAS,CCNO,AC026704.1	POU4F3,AC091959.3,AC011396.2
224	chr5	73440000	73450000	chr5	77630000	77640000	('chr5', 73440000, 73450000)	('chr5', 77630000, 77640000)	(('chr5', 73440000, 73450000), ('chr5', 77630000, 77640000))	4190000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	OTP,WDR41
225	chr5	73440000	73450000	chr5	77960000	77970000	('chr5', 73440000, 73450000)	('chr5', 77960000, 77970000)	(('chr5', 73440000, 73450000), ('chr5', 77960000, 77970000))	4520000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	AC108482.1
226	chr5	73440000	73450000	chr5	123080000	123090000	('chr5', 73440000, 73450000)	('chr5', 123080000, 123090000)	(('chr5', 73440000, 73450000), ('chr5', 123080000, 123090000))	49640000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	PRDM6,AC106786.1
227	chr5	73440000	73450000	chr5	135020000	135030000	('chr5', 73440000, 73450000)	('chr5', 135020000, 135030000)	(('chr5', 73440000, 73450000), ('chr5', 135020000, 135030000))	61580000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	PITX1,C5orf66,AC008406.3
228	chr5	73440000	73450000	chr5	146320000	146330000	('chr5', 73440000, 73450000)	('chr5', 146320000, 146330000)	(('chr5', 73440000, 73450000), ('chr5', 146320000, 146330000))	72880000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	POU4F3,AC091959.3,AC011396.2
229	chr5	73440000	73450000	chr5	154460000	154470000	('chr5', 73440000, 73450000)	('chr5', 154460000, 154470000)	(('chr5', 73440000, 73450000), ('chr5', 154460000, 154470000))	81020000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	HAND1,AC026688.2
230	chr5	73440000	73450000	chr5	159080000	159090000	('chr5', 73440000, 73450000)	('chr5', 159080000, 159090000)	(('chr5', 73440000, 73450000), ('chr5', 159080000, 159090000))	85640000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	EBF1,LINC02202
231	chr5	73440000	73450000	chr5	171310000	171320000	('chr5', 73440000, 73450000)	('chr5', 171310000, 171320000)	(('chr5', 73440000, 73450000), ('chr5', 171310000, 171320000))	97870000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	TLX3,AC091980.2
232	chr5	73440000	73450000	chr5	173230000	173240000	('chr5', 73440000, 73450000)	('chr5', 173230000, 173240000)	(('chr5', 73440000, 73450000), ('chr5', 173230000, 173240000))	99790000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	NKX2-5
233	chr5	73440000	73450000	chr5	174720000	174730000	('chr5', 73440000, 73450000)	('chr5', 174720000, 174730000)	(('chr5', 73440000, 73450000), ('chr5', 174720000, 174730000))	101280000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	MSX2
234	chr5	73440000	73450000	chr5	181040000	181050000	('chr5', 73440000, 73450000)	('chr5', 181040000, 181050000)	(('chr5', 73440000, 73450000), ('chr5', 181040000, 181050000))	107600000.0	100000000	FOXD1,FOXD1-AS1,LINC01385	BTNL9,MIR8089
235	chr5	77630000	77640000	chr5	77960000	77970000	('chr5', 77630000, 77640000)	('chr5', 77960000, 77970000)	(('chr5', 77630000, 77640000), ('chr5', 77960000, 77970000))	330000.0	100000000	OTP,WDR41	AC108482.1
236	chr5	77630000	77640000	chr5	123080000	123090000	('chr5', 77630000, 77640000)	('chr5', 123080000, 123090000)	(('chr5', 77630000, 77640000), ('chr5', 123080000, 123090000))	45450000.0	100000000	OTP,WDR41	PRDM6,AC106786.1
237	chr5	77630000	77640000	chr5	135020000	135030000	('chr5', 77630000, 77640000)	('chr5', 135020000, 135030000)	(('chr5', 77630000, 77640000), ('chr5', 135020000, 135030000))	57390000.0	100000000	OTP,WDR41	PITX1,C5orf66,AC008406.3
238	chr5	77630000	77640000	chr5	146320000	146330000	('chr5', 77630000, 77640000)	('chr5', 146320000, 146330000)	(('chr5', 77630000, 77640000), ('chr5', 146320000, 146330000))	68690000.0	100000000	OTP,WDR41	POU4F3,AC091959.3,AC011396.2
239	chr5	77630000	77640000	chr5	154460000	154470000	('chr5', 77630000, 77640000)	('chr5', 154460000, 154470000)	(('chr5', 77630000, 77640000), ('chr5', 154460000, 154470000))	76830000.0	100000000	OTP,WDR41	HAND1,AC026688.2
240	chr5	77630000	77640000	chr5	171310000	171320000	('chr5', 77630000, 77640000)	('chr5', 171310000, 171320000)	(('chr5', 77630000, 77640000), ('chr5', 171310000, 171320000))	93680000.0	100000000	OTP,WDR41	TLX3,AC091980.2
241	chr5	77630000	77640000	chr5	173230000	173240000	('chr5', 77630000, 77640000)	('chr5', 173230000, 173240000)	(('chr5', 77630000, 77640000), ('chr5', 173230000, 173240000))	95600000.0	100000000	OTP,WDR41	NKX2-5
242	chr5	77630000	77640000	chr5	174720000	174730000	('chr5', 77630000, 77640000)	('chr5', 174720000, 174730000)	(('chr5', 77630000, 77640000), ('chr5', 174720000, 174730000))	97090000.0	100000000	OTP,WDR41	MSX2
243	chr5	77630000	77640000	chr5	181040000	181050000	('chr5', 77630000, 77640000)	('chr5', 181040000, 181050000)	(('chr5', 77630000, 77640000), ('chr5', 181040000, 181050000))	103410000.0	100000000	OTP,WDR41	BTNL9,MIR8089
244	chr5	77960000	77970000	chr5	135020000	135030000	('chr5', 77960000, 77970000)	('chr5', 135020000, 135030000)	(('chr5', 77960000, 77970000), ('chr5', 135020000, 135030000))	57060000.0	100000000	AC108482.1	PITX1,C5orf66,AC008406.3
245	chr5	77960000	77970000	chr5	146320000	146330000	('chr5', 77960000, 77970000)	('chr5', 146320000, 146330000)	(('chr5', 77960000, 77970000), ('chr5', 146320000, 146330000))	68360000.0	100000000	AC108482.1	POU4F3,AC091959.3,AC011396.2
246	chr5	77960000	77970000	chr5	154460000	154470000	('chr5', 77960000, 77970000)	('chr5', 154460000, 154470000)	(('chr5', 77960000, 77970000), ('chr5', 154460000, 154470000))	76500000.0	100000000	AC108482.1	HAND1,AC026688.2
247	chr5	77960000	77970000	chr5	171310000	171320000	('chr5', 77960000, 77970000)	('chr5', 171310000, 171320000)	(('chr5', 77960000, 77970000), ('chr5', 171310000, 171320000))	93350000.0	100000000	AC108482.1	TLX3,AC091980.2
248	chr5	77960000	77970000	chr5	173230000	173240000	('chr5', 77960000, 77970000)	('chr5', 173230000, 173240000)	(('chr5', 77960000, 77970000), ('chr5', 173230000, 173240000))	95270000.0	100000000	AC108482.1	NKX2-5
249	chr5	77960000	77970000	chr5	174720000	174730000	('chr5', 77960000, 77970000)	('chr5', 174720000, 174730000)	(('chr5', 77960000, 77970000), ('chr5', 174720000, 174730000))	96760000.0	100000000	AC108482.1	MSX2
250	chr5	77960000	77970000	chr5	181040000	181050000	('chr5', 77960000, 77970000)	('chr5', 181040000, 181050000)	(('chr5', 77960000, 77970000), ('chr5', 181040000, 181050000))	103080000.0	100000000	AC108482.1	BTNL9,MIR8089
251	chr5	123080000	123090000	chr5	135020000	135030000	('chr5', 123080000, 123090000)	('chr5', 135020000, 135030000)	(('chr5', 123080000, 123090000), ('chr5', 135020000, 135030000))	11940000.0	100000000	PRDM6,AC106786.1	PITX1,C5orf66,AC008406.3
252	chr5	135020000	135030000	chr5	146320000	146330000	('chr5', 135020000, 135030000)	('chr5', 146320000, 146330000)	(('chr5', 135020000, 135030000), ('chr5', 146320000, 146330000))	11300000.0	100000000	PITX1,C5orf66,AC008406.3	POU4F3,AC091959.3,AC011396.2
253	chr5	135020000	135030000	chr5	154460000	154470000	('chr5', 135020000, 135030000)	('chr5', 154460000, 154470000)	(('chr5', 135020000, 135030000), ('chr5', 154460000, 154470000))	19440000.0	100000000	PITX1,C5orf66,AC008406.3	HAND1,AC026688.2
254	chr5	135020000	135030000	chr5	171310000	171320000	('chr5', 135020000, 135030000)	('chr5', 171310000, 171320000)	(('chr5', 135020000, 135030000), ('chr5', 171310000, 171320000))	36290000.0	100000000	PITX1,C5orf66,AC008406.3	TLX3,AC091980.2
255	chr5	135020000	135030000	chr5	173230000	173240000	('chr5', 135020000, 135030000)	('chr5', 173230000, 173240000)	(('chr5', 135020000, 135030000), ('chr5', 173230000, 173240000))	38210000.0	100000000	PITX1,C5orf66,AC008406.3	NKX2-5
256	chr5	135020000	135030000	chr5	174720000	174730000	('chr5', 135020000, 135030000)	('chr5', 174720000, 174730000)	(('chr5', 135020000, 135030000), ('chr5', 174720000, 174730000))	39700000.0	100000000	PITX1,C5orf66,AC008406.3	MSX2
257	chr5	135020000	135030000	chr5	181040000	181050000	('chr5', 135020000, 135030000)	('chr5', 181040000, 181050000)	(('chr5', 135020000, 135030000), ('chr5', 181040000, 181050000))	46020000.0	100000000	PITX1,C5orf66,AC008406.3	BTNL9,MIR8089
258	chr5	146320000	146330000	chr5	154460000	154470000	('chr5', 146320000, 146330000)	('chr5', 154460000, 154470000)	(('chr5', 146320000, 146330000), ('chr5', 154460000, 154470000))	8140000.0	100000000	POU4F3,AC091959.3,AC011396.2	HAND1,AC026688.2
259	chr5	146320000	146330000	chr5	159080000	159090000	('chr5', 146320000, 146330000)	('chr5', 159080000, 159090000)	(('chr5', 146320000, 146330000), ('chr5', 159080000, 159090000))	12760000.0	100000000	POU4F3,AC091959.3,AC011396.2	EBF1,LINC02202
260	chr5	146320000	146330000	chr5	171310000	171320000	('chr5', 146320000, 146330000)	('chr5', 171310000, 171320000)	(('chr5', 146320000, 146330000), ('chr5', 171310000, 171320000))	24990000.0	100000000	POU4F3,AC091959.3,AC011396.2	TLX3,AC091980.2
261	chr5	146320000	146330000	chr5	173230000	173240000	('chr5', 146320000, 146330000)	('chr5', 173230000, 173240000)	(('chr5', 146320000, 146330000), ('chr5', 173230000, 173240000))	26910000.0	100000000	POU4F3,AC091959.3,AC011396.2	NKX2-5
262	chr5	146320000	146330000	chr5	174720000	174730000	('chr5', 146320000, 146330000)	('chr5', 174720000, 174730000)	(('chr5', 146320000, 146330000), ('chr5', 174720000, 174730000))	28400000.0	100000000	POU4F3,AC091959.3,AC011396.2	MSX2
263	chr5	146320000	146330000	chr5	181040000	181050000	('chr5', 146320000, 146330000)	('chr5', 181040000, 181050000)	(('chr5', 146320000, 146330000), ('chr5', 181040000, 181050000))	34720000.0	100000000	POU4F3,AC091959.3,AC011396.2	BTNL9,MIR8089
264	chr5	154460000	154470000	chr5	159080000	159090000	('chr5', 154460000, 154470000)	('chr5', 159080000, 159090000)	(('chr5', 154460000, 154470000), ('chr5', 159080000, 159090000))	4620000.0	100000000	HAND1,AC026688.2	EBF1,LINC02202
265	chr5	154460000	154470000	chr5	171310000	171320000	('chr5', 154460000, 154470000)	('chr5', 171310000, 171320000)	(('chr5', 154460000, 154470000), ('chr5', 171310000, 171320000))	16850000.0	100000000	HAND1,AC026688.2	TLX3,AC091980.2
266	chr5	154460000	154470000	chr5	173230000	173240000	('chr5', 154460000, 154470000)	('chr5', 173230000, 173240000)	(('chr5', 154460000, 154470000), ('chr5', 173230000, 173240000))	18770000.0	100000000	HAND1,AC026688.2	NKX2-5
267	chr5	154460000	154470000	chr5	174720000	174730000	('chr5', 154460000, 154470000)	('chr5', 174720000, 174730000)	(('chr5', 154460000, 154470000), ('chr5', 174720000, 174730000))	20260000.0	100000000	HAND1,AC026688.2	MSX2
268	chr5	159080000	159090000	chr5	171310000	171320000	('chr5', 159080000, 159090000)	('chr5', 171310000, 171320000)	(('chr5', 159080000, 159090000), ('chr5', 171310000, 171320000))	12230000.0	100000000	EBF1,LINC02202	TLX3,AC091980.2
269	chr5	159080000	159090000	chr5	174720000	174730000	('chr5', 159080000, 159090000)	('chr5', 174720000, 174730000)	(('chr5', 159080000, 159090000), ('chr5', 174720000, 174730000))	15640000.0	100000000	EBF1,LINC02202	MSX2
270	chr5	171310000	171320000	chr5	173230000	173240000	('chr5', 171310000, 171320000)	('chr5', 173230000, 173240000)	(('chr5', 171310000, 171320000), ('chr5', 173230000, 173240000))	1920000.0	100000000	TLX3,AC091980.2	NKX2-5
271	chr5	171310000	171320000	chr5	174720000	174730000	('chr5', 171310000, 171320000)	('chr5', 174720000, 174730000)	(('chr5', 171310000, 171320000), ('chr5', 174720000, 174730000))	3410000.0	100000000	TLX3,AC091980.2	MSX2
272	chr5	173230000	173240000	chr5	174720000	174730000	('chr5', 173230000, 173240000)	('chr5', 174720000, 174730000)	(('chr5', 173230000, 173240000), ('chr5', 174720000, 174730000))	1490000.0	100000000	NKX2-5	MSX2
273	chr6	27270000	27280000	chr6	27520000	27530000	('chr6', 27270000, 27280000)	('chr6', 27520000, 27530000)	(('chr6', 27270000, 27280000), ('chr6', 27520000, 27530000))	250000.0	100000000	AL021808.1	HNRNPA1P1
274	chr6	27270000	27280000	chr6	27860000	27870000	('chr6', 27270000, 27280000)	('chr6', 27860000, 27870000)	(('chr6', 27270000, 27280000), ('chr6', 27860000, 27870000))	590000.0	100000000	AL021808.1	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2
275	chr6	27270000	27280000	chr6	50710000	50720000	('chr6', 27270000, 27280000)	('chr6', 50710000, 50720000)	(('chr6', 27270000, 27280000), ('chr6', 50710000, 50720000))	23440000.0	100000000	AL021808.1	TFAP2D
276	chr6	27270000	27280000	chr6	50820000	50830000	('chr6', 27270000, 27280000)	('chr6', 50820000, 50830000)	(('chr6', 27270000, 27280000), ('chr6', 50820000, 50830000))	23550000.0	100000000	AL021808.1	TFAP2B
277	chr6	27270000	27280000	chr6	84750000	84760000	('chr6', 27270000, 27280000)	('chr6', 84750000, 84760000)	(('chr6', 27270000, 27280000), ('chr6', 84750000, 84760000))	57480000.0	100000000	AL021808.1	TBX18
278	chr6	27270000	27280000	chr6	99580000	99590000	('chr6', 27270000, 27280000)	('chr6', 99580000, 99590000)	(('chr6', 27270000, 27280000), ('chr6', 99580000, 99590000))	72310000.0	100000000	AL021808.1	CCNC,AL137784.2,AL137784.1,AL137784.3
279	chr6	27270000	27280000	chr6	100450000	100460000	('chr6', 27270000, 27280000)	('chr6', 100450000, 100460000)	(('chr6', 27270000, 27280000), ('chr6', 100450000, 100460000))	73180000.0	100000000	AL021808.1	SIM1
280	chr6	27520000	27530000	chr6	27860000	27870000	('chr6', 27520000, 27530000)	('chr6', 27860000, 27870000)	(('chr6', 27520000, 27530000), ('chr6', 27860000, 27870000))	340000.0	100000000	HNRNPA1P1	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2
281	chr6	27520000	27530000	chr6	50710000	50720000	('chr6', 27520000, 27530000)	('chr6', 50710000, 50720000)	(('chr6', 27520000, 27530000), ('chr6', 50710000, 50720000))	23190000.0	100000000	HNRNPA1P1	TFAP2D
282	chr6	27520000	27530000	chr6	50820000	50830000	('chr6', 27520000, 27530000)	('chr6', 50820000, 50830000)	(('chr6', 27520000, 27530000), ('chr6', 50820000, 50830000))	23300000.0	100000000	HNRNPA1P1	TFAP2B
283	chr6	27520000	27530000	chr6	84750000	84760000	('chr6', 27520000, 27530000)	('chr6', 84750000, 84760000)	(('chr6', 27520000, 27530000), ('chr6', 84750000, 84760000))	57230000.0	100000000	HNRNPA1P1	TBX18
284	chr6	27520000	27530000	chr6	99580000	99590000	('chr6', 27520000, 27530000)	('chr6', 99580000, 99590000)	(('chr6', 27520000, 27530000), ('chr6', 99580000, 99590000))	72060000.0	100000000	HNRNPA1P1	CCNC,AL137784.2,AL137784.1,AL137784.3
285	chr6	27520000	27530000	chr6	100450000	100460000	('chr6', 27520000, 27530000)	('chr6', 100450000, 100460000)	(('chr6', 27520000, 27530000), ('chr6', 100450000, 100460000))	72930000.0	100000000	HNRNPA1P1	SIM1
286	chr6	27520000	27530000	chr6	108140000	108150000	('chr6', 27520000, 27530000)	('chr6', 108140000, 108150000)	(('chr6', 27520000, 27530000), ('chr6', 108140000, 108150000))	80620000.0	100000000	HNRNPA1P1	OSTM1,ASTM1-AS1,NR2E1
287	chr6	27520000	27530000	chr6	117260000	117270000	('chr6', 27520000, 27530000)	('chr6', 117260000, 117270000)	(('chr6', 27520000, 27530000), ('chr6', 117260000, 117270000))	89740000.0	100000000	HNRNPA1P1	VGLL2
288	chr6	27860000	27870000	chr6	50710000	50720000	('chr6', 27860000, 27870000)	('chr6', 50710000, 50720000)	(('chr6', 27860000, 27870000), ('chr6', 50710000, 50720000))	22850000.0	100000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	TFAP2D
289	chr6	27860000	27870000	chr6	84750000	84760000	('chr6', 27860000, 27870000)	('chr6', 84750000, 84760000)	(('chr6', 27860000, 27870000), ('chr6', 84750000, 84760000))	56890000.0	100000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	TBX18
290	chr6	27860000	27870000	chr6	99580000	99590000	('chr6', 27860000, 27870000)	('chr6', 99580000, 99590000)	(('chr6', 27860000, 27870000), ('chr6', 99580000, 99590000))	71720000.0	100000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	CCNC,AL137784.2,AL137784.1,AL137784.3
291	chr6	27860000	27870000	chr6	100450000	100460000	('chr6', 27860000, 27870000)	('chr6', 100450000, 100460000)	(('chr6', 27860000, 27870000), ('chr6', 100450000, 100460000))	72590000.0	100000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	SIM1
292	chr6	27860000	27870000	chr6	108140000	108150000	('chr6', 27860000, 27870000)	('chr6', 108140000, 108150000)	(('chr6', 27860000, 27870000), ('chr6', 108140000, 108150000))	80280000.0	100000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	OSTM1,ASTM1-AS1,NR2E1
293	chr6	50710000	50720000	chr6	84750000	84760000	('chr6', 50710000, 50720000)	('chr6', 84750000, 84760000)	(('chr6', 50710000, 50720000), ('chr6', 84750000, 84760000))	34040000.0	100000000	TFAP2D	TBX18
294	chr6	50710000	50720000	chr6	99580000	99590000	('chr6', 50710000, 50720000)	('chr6', 99580000, 99590000)	(('chr6', 50710000, 50720000), ('chr6', 99580000, 99590000))	48870000.0	100000000	TFAP2D	CCNC,AL137784.2,AL137784.1,AL137784.3
295	chr6	50710000	50720000	chr6	100450000	100460000	('chr6', 50710000, 50720000)	('chr6', 100450000, 100460000)	(('chr6', 50710000, 50720000), ('chr6', 100450000, 100460000))	49740000.0	100000000	TFAP2D	SIM1
296	chr6	50710000	50720000	chr6	104940000	104950000	('chr6', 50710000, 50720000)	('chr6', 104940000, 104950000)	(('chr6', 50710000, 50720000), ('chr6', 104940000, 104950000))	54230000.0	100000000	TFAP2D	LIN28B,LIN28B-AS1
297	chr6	50710000	50720000	chr6	117260000	117270000	('chr6', 50710000, 50720000)	('chr6', 117260000, 117270000)	(('chr6', 50710000, 50720000), ('chr6', 117260000, 117270000))	66550000.0	100000000	TFAP2D	VGLL2
298	chr6	50820000	50830000	chr6	84750000	84760000	('chr6', 50820000, 50830000)	('chr6', 84750000, 84760000)	(('chr6', 50820000, 50830000), ('chr6', 84750000, 84760000))	33930000.0	100000000	TFAP2B	TBX18
299	chr6	50820000	50830000	chr6	99580000	99590000	('chr6', 50820000, 50830000)	('chr6', 99580000, 99590000)	(('chr6', 50820000, 50830000), ('chr6', 99580000, 99590000))	48760000.0	100000000	TFAP2B	CCNC,AL137784.2,AL137784.1,AL137784.3
300	chr6	50820000	50830000	chr6	100450000	100460000	('chr6', 50820000, 50830000)	('chr6', 100450000, 100460000)	(('chr6', 50820000, 50830000), ('chr6', 100450000, 100460000))	49630000.0	100000000	TFAP2B	SIM1
301	chr6	50820000	50830000	chr6	117260000	117270000	('chr6', 50820000, 50830000)	('chr6', 117260000, 117270000)	(('chr6', 50820000, 50830000), ('chr6', 117260000, 117270000))	66440000.0	100000000	TFAP2B	VGLL2
302	chr6	84750000	84760000	chr6	99580000	99590000	('chr6', 84750000, 84760000)	('chr6', 99580000, 99590000)	(('chr6', 84750000, 84760000), ('chr6', 99580000, 99590000))	14830000.0	100000000	TBX18	CCNC,AL137784.2,AL137784.1,AL137784.3
303	chr6	84750000	84760000	chr6	100450000	100460000	('chr6', 84750000, 84760000)	('chr6', 100450000, 100460000)	(('chr6', 84750000, 84760000), ('chr6', 100450000, 100460000))	15700000.0	100000000	TBX18	SIM1
304	chr6	84750000	84760000	chr6	104940000	104950000	('chr6', 84750000, 84760000)	('chr6', 104940000, 104950000)	(('chr6', 84750000, 84760000), ('chr6', 104940000, 104950000))	20190000.0	100000000	TBX18	LIN28B,LIN28B-AS1
305	chr6	84750000	84760000	chr6	105980000	105990000	('chr6', 84750000, 84760000)	('chr6', 105980000, 105990000)	(('chr6', 84750000, 84760000), ('chr6', 105980000, 105990000))	21230000.0	100000000	TBX18	PRDM1
306	chr6	84750000	84760000	chr6	117260000	117270000	('chr6', 84750000, 84760000)	('chr6', 117260000, 117270000)	(('chr6', 84750000, 84760000), ('chr6', 117260000, 117270000))	32510000.0	100000000	TBX18	VGLL2
307	chr6	84750000	84760000	chr6	133840000	133850000	('chr6', 84750000, 84760000)	('chr6', 133840000, 133850000)	(('chr6', 84750000, 84760000), ('chr6', 133840000, 133850000))	49090000.0	100000000	TBX18	TARID,LINC01312,TCF21
308	chr6	84750000	84760000	chr6	137480000	137490000	('chr6', 84750000, 84760000)	('chr6', 137480000, 137490000)	(('chr6', 84750000, 84760000), ('chr6', 137480000, 137490000))	52730000.0	100000000	TBX18	OLIG3
309	chr6	99580000	99590000	chr6	100450000	100460000	('chr6', 99580000, 99590000)	('chr6', 100450000, 100460000)	(('chr6', 99580000, 99590000), ('chr6', 100450000, 100460000))	870000.0	100000000	CCNC,AL137784.2,AL137784.1,AL137784.3	SIM1
310	chr6	99580000	99590000	chr6	104940000	104950000	('chr6', 99580000, 99590000)	('chr6', 104940000, 104950000)	(('chr6', 99580000, 99590000), ('chr6', 104940000, 104950000))	5360000.0	100000000	CCNC,AL137784.2,AL137784.1,AL137784.3	LIN28B,LIN28B-AS1
311	chr6	99580000	99590000	chr6	105980000	105990000	('chr6', 99580000, 99590000)	('chr6', 105980000, 105990000)	(('chr6', 99580000, 99590000), ('chr6', 105980000, 105990000))	6400000.0	100000000	CCNC,AL137784.2,AL137784.1,AL137784.3	PRDM1
312	chr6	99580000	99590000	chr6	108140000	108150000	('chr6', 99580000, 99590000)	('chr6', 108140000, 108150000)	(('chr6', 99580000, 99590000), ('chr6', 108140000, 108150000))	8560000.0	100000000	CCNC,AL137784.2,AL137784.1,AL137784.3	OSTM1,ASTM1-AS1,NR2E1
313	chr6	99580000	99590000	chr6	117260000	117270000	('chr6', 99580000, 99590000)	('chr6', 117260000, 117270000)	(('chr6', 99580000, 99590000), ('chr6', 117260000, 117270000))	17680000.0	100000000	CCNC,AL137784.2,AL137784.1,AL137784.3	VGLL2
314	chr6	99580000	99590000	chr6	137480000	137490000	('chr6', 99580000, 99590000)	('chr6', 137480000, 137490000)	(('chr6', 99580000, 99590000), ('chr6', 137480000, 137490000))	37900000.0	100000000	CCNC,AL137784.2,AL137784.1,AL137784.3	OLIG3
315	chr6	100450000	100460000	chr6	104940000	104950000	('chr6', 100450000, 100460000)	('chr6', 104940000, 104950000)	(('chr6', 100450000, 100460000), ('chr6', 104940000, 104950000))	4490000.0	100000000	SIM1	LIN28B,LIN28B-AS1
316	chr6	100450000	100460000	chr6	105980000	105990000	('chr6', 100450000, 100460000)	('chr6', 105980000, 105990000)	(('chr6', 100450000, 100460000), ('chr6', 105980000, 105990000))	5530000.0	100000000	SIM1	PRDM1
317	chr6	100450000	100460000	chr6	108140000	108150000	('chr6', 100450000, 100460000)	('chr6', 108140000, 108150000)	(('chr6', 100450000, 100460000), ('chr6', 108140000, 108150000))	7690000.0	100000000	SIM1	OSTM1,ASTM1-AS1,NR2E1
318	chr6	100450000	100460000	chr6	117260000	117270000	('chr6', 100450000, 100460000)	('chr6', 117260000, 117270000)	(('chr6', 100450000, 100460000), ('chr6', 117260000, 117270000))	16810000.0	100000000	SIM1	VGLL2
319	chr6	100450000	100460000	chr6	133840000	133850000	('chr6', 100450000, 100460000)	('chr6', 133840000, 133850000)	(('chr6', 100450000, 100460000), ('chr6', 133840000, 133850000))	33390000.0	100000000	SIM1	TARID,LINC01312,TCF21
320	chr6	100450000	100460000	chr6	137480000	137490000	('chr6', 100450000, 100460000)	('chr6', 137480000, 137490000)	(('chr6', 100450000, 100460000), ('chr6', 137480000, 137490000))	37030000.0	100000000	SIM1	OLIG3
321	chr6	100450000	100460000	chr6	149960000	149970000	('chr6', 100450000, 100460000)	('chr6', 149960000, 149970000)	(('chr6', 100450000, 100460000), ('chr6', 149960000, 149970000))	49510000.0	100000000	SIM1	ULBP1,AL355497.1
322	chr6	104940000	104950000	chr6	117260000	117270000	('chr6', 104940000, 104950000)	('chr6', 117260000, 117270000)	(('chr6', 104940000, 104950000), ('chr6', 117260000, 117270000))	12320000.0	100000000	LIN28B,LIN28B-AS1	VGLL2
323	chr6	108140000	108150000	chr6	117260000	117270000	('chr6', 108140000, 108150000)	('chr6', 117260000, 117270000)	(('chr6', 108140000, 108150000), ('chr6', 117260000, 117270000))	9120000.0	100000000	OSTM1,ASTM1-AS1,NR2E1	VGLL2
324	chr6	108140000	108150000	chr6	137480000	137490000	('chr6', 108140000, 108150000)	('chr6', 137480000, 137490000)	(('chr6', 108140000, 108150000), ('chr6', 137480000, 137490000))	29340000.0	100000000	OSTM1,ASTM1-AS1,NR2E1	OLIG3
