source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,4.857690016600427e-07,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]",210,457,23,21017,0.05032822757111598,0.10952380952380952,query_1,"['GO:0043410', 'GO:0070371', 'GO:0070372']"
GO:BP,GO:0045669,positive regulation of osteoblast differentiation,4.892759888400812e-07,True,"""Any process that activates or increases the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]",69,457,14,21017,0.030634573304157548,0.2028985507246377,query_1,"['GO:0001649', 'GO:0045597', 'GO:0045667']"
GO:BP,GO:0060411,cardiac septum morphogenesis,4.892759888400812e-07,True,"""The process in which the anatomical structure of a cardiac septum is generated and organized. A cardiac septum is a partition that separates parts of the heart."" [GOC:dph, GOC:mtg_heart]",69,457,14,21017,0.030634573304157548,0.2028985507246377,query_1,"['GO:0003206', 'GO:0003279', 'GO:0009653']"
GO:BP,GO:0003230,cardiac atrium development,5.091091524058518e-07,True,"""The process whose specific outcome is the progression of a cardiac atrium over time, from its formation to the mature structure. A cardiac atrium receives blood from a vein and pumps it to a cardiac ventricle."" [GOC:mtg_heart]",37,457,11,21017,0.024070021881838075,0.2972972972972973,query_1,['GO:0003205']
GO:BP,GO:2000679,positive regulation of transcription regulatory region DNA binding,5.093379473280127e-07,True,"""Any process that activates or increases the frequency, rate or extent of transcription regulatory region DNA binding."" [GOC:obol]",21,457,9,21017,0.019693654266958426,0.42857142857142855,query_1,"['GO:0043388', 'GO:2000677']"
GO:CC,GO:0005901,caveola,5.157972237223426e-07,True,"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]",83,459,14,22115,0.030501089324618737,0.1686746987951807,query_1,['GO:0044853']
GO:BP,GO:0007405,neuroblast proliferation,5.226508958898041e-07,True,"""The expansion of a neuroblast population by cell division. A neuroblast is any cell that will divide and give rise to a neuron."" [GOC:ai, GOC:mtg_sensu, GOC:sart]",82,457,15,21017,0.03282275711159737,0.18292682926829268,query_1,"['GO:0048699', 'GO:0061351']"
GO:BP,GO:1902106,negative regulation of leukocyte differentiation,5.299801660363366e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]",110,457,17,21017,0.037199124726477024,0.15454545454545454,query_1,"['GO:0002521', 'GO:1902105', 'GO:1903707']"
GO:BP,GO:0060443,mammary gland morphogenesis,5.518233539822258e-07,True,"""The process in which anatomical structures of the mammary gland are generated and organized. Morphogenesis refers to the creation of shape. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]",47,457,12,21017,0.0262582056892779,0.2553191489361702,query_1,"['GO:0022612', 'GO:0030879']"
GO:BP,GO:0010463,mesenchymal cell proliferation,5.518233539822258e-07,True,"""The multiplication or reproduction of cells, resulting in the expansion of a mesenchymal cell population. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:dph, GOC:tb]",47,457,12,21017,0.0262582056892779,0.2553191489361702,query_1,['GO:0008283']
GO:BP,GO:1903829,positive regulation of protein localization,5.541373701304299e-07,True,"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",493,457,36,21017,0.0787746170678337,0.07302231237322515,query_1,"['GO:0008104', 'GO:0032880', 'GO:0048522']"
GO:CC,GO:0070062,extracellular exosome,5.54390372020143e-07,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",2110,459,85,22115,0.18518518518518517,0.04028436018957346,query_1,"['GO:0005615', 'GO:1903561']"
GO:BP,GO:1901990,regulation of mitotic cell cycle phase transition,5.712938197369232e-07,True,"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",333,457,29,21017,0.06345733041575492,0.08708708708708708,query_1,"['GO:0007346', 'GO:0044772', 'GO:1901987']"
GO:BP,GO:0060135,maternal process involved in female pregnancy,5.77726352897546e-07,True,"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]",58,457,13,21017,0.028446389496717725,0.22413793103448276,query_1,"['GO:0007565', 'GO:0048609']"
GO:BP,GO:0043030,regulation of macrophage activation,5.77726352897546e-07,True,"""Any process that modulates the frequency or rate of macrophage activation."" [GOC:jl]",58,457,13,21017,0.028446389496717725,0.22413793103448276,query_1,"['GO:0002694', 'GO:0042116']"
GO:BP,GO:0009059,macromolecule biosynthetic process,5.901270119579282e-07,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",9660,457,276,21017,0.6039387308533917,0.02857142857142857,query_1,"['GO:0009058', 'GO:0043170']"
GO:BP,GO:1901655,cellular response to ketone,6.134711790240946e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]",111,457,17,21017,0.037199124726477024,0.15315315315315314,query_1,"['GO:1901654', 'GO:1901701']"
GO:BP,GO:0061333,renal tubule morphogenesis,6.253889692750096e-07,True,"""The process in which the renal tubule is generated by specification of cell fate, through the maintenance of cell polarity, regulated cell proliferation and morphogenetic cell rearrangements, shape changes and growth. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",83,457,15,21017,0.03282275711159737,0.18072289156626506,query_1,"['GO:0060562', 'GO:0061326']"
GO:BP,GO:0003018,vascular process in circulatory system,6.607819424550119e-07,True,"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]",272,457,26,21017,0.05689277899343545,0.09558823529411764,query_1,['GO:0003013']
GO:BP,GO:0043269,regulation of monoatomic ion transport,6.867880698718006e-07,True,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",449,457,34,21017,0.07439824945295405,0.0757238307349666,query_1,"['GO:0006811', 'GO:0051049']"
GO:BP,GO:0034329,cell junction assembly,6.867880698718006e-07,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]",449,457,34,21017,0.07439824945295405,0.0757238307349666,query_1,"['GO:0022607', 'GO:0034330']"
GO:BP,GO:0050817,coagulation,7.021020294966563e-07,True,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",233,457,24,21017,0.0525164113785558,0.10300429184549356,query_1,['GO:0032501']
GO:BP,GO:0010742,macrophage derived foam cell differentiation,7.026147332763029e-07,True,"""The process in which a monocyte acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:dph, GOC:tb]",38,457,11,21017,0.024070021881838075,0.2894736842105263,query_1,['GO:0090077']
GO:BP,GO:0090077,foam cell differentiation,7.026147332763029e-07,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]",38,457,11,21017,0.024070021881838075,0.2894736842105263,query_1,['GO:0030154']
GO:BP,GO:1903522,regulation of blood circulation,7.243072449023442e-07,True,"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]",253,457,25,21017,0.05470459518599562,0.09881422924901186,query_1,"['GO:0008015', 'GO:0044057']"
GO:BP,GO:0046686,response to cadmium ion,7.264939445105875e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]",59,457,13,21017,0.028446389496717725,0.22033898305084745,query_1,['GO:0010038']
GO:BP,GO:0001570,vasculogenesis,7.463631100765382e-07,True,"""The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."" [PMID:8999798]",84,457,15,21017,0.03282275711159737,0.17857142857142858,query_1,"['GO:0030154', 'GO:0048514']"
GO:MF,GO:0044389,ubiquitin-like protein ligase binding,7.842971529938815e-07,True,"""Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."" [GOC:jl]",326,456,28,20196,0.06140350877192982,0.08588957055214724,query_1,['GO:0019899']
GO:BP,GO:0072112,podocyte differentiation,8.454446097990366e-07,True,"""The process in which a relatively unspecialized cell acquires specialized features of a glomerular visceral epithelial cell. A glomerular visceral epithelial cell is a specialized epithelial cell that contains 'feet' that interdigitate with the 'feet' of other glomerular epithelial cells."" [GOC:mtg_kidney_jan10]",22,457,9,21017,0.019693654266958426,0.4090909090909091,query_1,"['GO:0061318', 'GO:0072311']"
GO:BP,GO:0061318,renal filtration cell differentiation,8.454446097990366e-07,True,"""The process in which a relatively unspecialized cell acquires specialized structural and/or functional features of a renal filtration cell. Renal filtration cells are specialized cells of the renal system that filter fluids by charge, size or both. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [GOC:dph, GOC:mtg_kidney_jan10]",22,457,9,21017,0.019693654266958426,0.4090909090909091,query_1,"['GO:0030154', 'GO:0072001']"
GO:BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,8.638994449495051e-07,True,"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]",145,457,19,21017,0.04157549234135667,0.1310344827586207,query_1,"['GO:0045860', 'GO:0071900']"
GO:MF,GO:1990841,promoter-specific chromatin binding,8.821295763515338e-07,True,"""Binding to a section of chromatin that is associated with gene promoter sequences of DNA."" [PMID:19948729]",65,456,13,20196,0.02850877192982456,0.2,query_1,['GO:0003682']
GO:BP,GO:2000629,negative regulation of miRNA metabolic process,9.481328483992293e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",30,457,10,21017,0.02188183807439825,0.3333333333333333,query_1,"['GO:0010586', 'GO:0051253', 'GO:2000628']"
GO:BP,GO:0060055,angiogenesis involved in wound healing,9.481328483992293e-07,True,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph, PMID:15039218]",30,457,10,21017,0.02188183807439825,0.3333333333333333,query_1,"['GO:0001525', 'GO:0042060']"
GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,9.576484958901522e-07,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]",655,457,42,21017,0.09190371991247265,0.06412213740458016,query_1,"['GO:0031344', 'GO:0120036']"
GO:BP,GO:0010712,regulation of collagen metabolic process,9.59646430784176e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]",39,457,11,21017,0.024070021881838075,0.28205128205128205,query_1,"['GO:0019222', 'GO:0032963']"
GO:BP,GO:0051248,negative regulation of protein metabolic process,9.622455566990594e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]",708,457,44,21017,0.0962800875273523,0.062146892655367235,query_1,"['GO:0010605', 'GO:0019538', 'GO:0051246']"
GO:BP,GO:0030595,leukocyte chemotaxis,9.961666560498145e-07,True,"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]",237,457,24,21017,0.0525164113785558,0.10126582278481013,query_1,"['GO:0050900', 'GO:0060326']"
GO:MF,GO:0070851,growth factor receptor binding,1.0429540073631848e-06,True,"""Binding to a growth factor receptor."" [GOC:mah, GOC:vw]",138,456,18,20196,0.039473684210526314,0.13043478260869565,query_1,['GO:0005102']
GO:BP,GO:0061053,somite development,1.0549986786758532e-06,True,"""The progression of a somite from its initial formation to the mature structure. Somites are mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."" [GOC:dph]",86,457,15,21017,0.03282275711159737,0.1744186046511628,query_1,"['GO:0009790', 'GO:0060429']"
GO:BP,GO:0003281,ventricular septum development,1.0808980708778168e-06,True,"""The progression of the ventricular septum over time from its formation to the mature structure."" [GOC:mtg_heart]",73,457,14,21017,0.030634573304157548,0.1917808219178082,query_1,"['GO:0003231', 'GO:0003279']"
GO:BP,GO:0014909,smooth muscle cell migration,1.0808980708778168e-06,True,"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]",73,457,14,21017,0.030634573304157548,0.1917808219178082,query_1,['GO:0014812']
GO:BP,GO:0045444,fat cell differentiation,1.085916481768468e-06,True,"""The process in which a relatively unspecialized cell acquires specialized features of an adipocyte, an animal connective tissue cell specialized for the synthesis and storage of fat."" [CL:0000136, GOC:go_curators]",238,457,24,21017,0.0525164113785558,0.10084033613445378,query_1,['GO:0030154']
GO:BP,GO:0098542,defense response to other organism,1.1104966622874112e-06,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1228,457,62,21017,0.13566739606126915,0.050488599348534204,query_1,"['GO:0006952', 'GO:0051707']"
GO:BP,GO:0072109,glomerular mesangium development,1.129320041324922e-06,True,"""The process whose specific outcome is the progression of the glomerular mesangium over time, from its formation to the mature structure. The glomerular mesangium is the thin membrane connective tissue composed of mesangial cells, which helps to support the capillary loops in a renal glomerulus."" [GOC:mtg_kidney_jan10]",16,457,8,21017,0.0175054704595186,0.5,query_1,"['GO:0061448', 'GO:0072012']"
GO:BP,GO:0060572,morphogenesis of an epithelial bud,1.129320041324922e-06,True,"""The morphogenetic process in which a bud forms from an epithelial sheet. A bud is a protrusion that forms form the sheet by localized folding."" [GOC:dph]",16,457,8,21017,0.0175054704595186,0.5,query_1,['GO:0060571']
GO:BP,GO:0045598,regulation of fat cell differentiation,1.2958728024992374e-06,True,"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",132,457,18,21017,0.03938730853391685,0.13636363636363635,query_1,"['GO:0045444', 'GO:0045595']"
GO:BP,GO:0033028,myeloid cell apoptotic process,1.29796081879004e-06,True,"""Any apoptotic process in a myeloid cell, a cell of the monocyte, granulocyte, mast cell, megakaryocyte, or erythroid lineage."" [CL:0000763, GOC:add, GOC:mtg_apoptosis, PMID:11292031, PMID:15330259, PMID:17133093]",40,457,11,21017,0.024070021881838075,0.275,query_1,['GO:0006915']
GO:BP,GO:0014855,striated muscle cell proliferation,1.3069440043022397e-06,True,"""The multiplication or reproduction of striated muscle cells, resulting in the expansion of a cell population. Striated muscles contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:ef, GOC:mtg_muscle]",74,457,14,21017,0.030634573304157548,0.1891891891891892,query_1,['GO:0033002']
GO:BP,GO:0001707,mesoderm formation,1.3069440043022397e-06,True,"""The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts."" [GOC:go_curators]",74,457,14,21017,0.030634573304157548,0.1891891891891892,query_1,"['GO:0001704', 'GO:0048332']"
GO:BP,GO:0072311,glomerular epithelial cell differentiation,1.3623419631261045e-06,True,"""The process in which a relatively unspecialized cell acquires specialized features of a glomerular epithelial cell. Glomerular epithelial cells are specialized epithelial cells that form part of the glomerulus; there are two types, glomerular parietal epithelial cells and glomerular visceral epithelial cells."" [GOC:mtg_kidney_jan10]",23,457,9,21017,0.019693654266958426,0.391304347826087,query_1,"['GO:0035850', 'GO:0072010']"
GO:BP,GO:0010743,regulation of macrophage derived foam cell differentiation,1.3726180314190067e-06,True,"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]",31,457,10,21017,0.02188183807439825,0.3225806451612903,query_1,"['GO:0010742', 'GO:0045595']"
GO:BP,GO:0097746,blood vessel diameter maintenance,1.3845849713697774e-06,True,"""Any process that modulates the diameter of blood vessels."" [GOC:pr]",149,457,19,21017,0.04157549234135667,0.12751677852348994,query_1,"['GO:0003018', 'GO:0008015', 'GO:0035296']"
GO:BP,GO:0035296,regulation of tube diameter,1.3845849713697774e-06,True,"""Any process that modulates the diameter of a tube."" [GOC:bf]",149,457,19,21017,0.04157549234135667,0.12751677852348994,query_1,['GO:0035150']
GO:MF,GO:1901681,sulfur compound binding,1.3932178780598936e-06,True,"""Binding to a sulfur compound."" [GOC:pr, GOC:TermGenie]",271,456,25,20196,0.05482456140350877,0.09225092250922509,query_1,['GO:0005488']
GO:BP,GO:0071887,leukocyte apoptotic process,1.4280771803459678e-06,True,"""Any apoptotic process in a leukocyte, an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]",117,457,17,21017,0.037199124726477024,0.1452991452991453,query_1,['GO:0006915']
GO:BP,GO:0032963,collagen metabolic process,1.4298759500640978e-06,True,"""The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:mah, ISBN:0198506732]",102,457,16,21017,0.0350109409190372,0.1568627450980392,query_1,['GO:0008152']
GO:BP,GO:0042102,positive regulation of T cell proliferation,1.4298759500640978e-06,True,"""Any process that activates or increases the rate or extent of T cell proliferation."" [GOC:ai]",102,457,16,21017,0.0350109409190372,0.1568627450980392,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050671', 'GO:0050870']"
GO:BP,GO:0010959,regulation of metal ion transport,1.4668582941592551e-06,True,"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",369,457,30,21017,0.06564551422319474,0.08130081300813008,query_1,"['GO:0030001', 'GO:0043269']"
GO:BP,GO:0033077,T cell differentiation in thymus,1.4768654523510653e-06,True,"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]",88,457,15,21017,0.03282275711159737,0.17045454545454544,query_1,['GO:0030217']
GO:BP,GO:0035150,regulation of tube size,1.5540366918699163e-06,True,"""Ensuring that a tube is of the correct length and diameter. Tube size must be maintained not only during tube formation, but also throughout development and in some physiological processes."" [PMID:10887083]",150,457,19,21017,0.04157549234135667,0.12666666666666668,query_1,['GO:0090066']
GO:BP,GO:0055017,cardiac muscle tissue growth,1.5753631881485118e-06,True,"""The increase in size or mass of a cardiac muscle, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:devbiol]",75,457,14,21017,0.030634573304157548,0.18666666666666668,query_1,"['GO:0048589', 'GO:0048738', 'GO:0060419']"
GO:BP,GO:0014823,response to activity,1.5753631881485118e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus."" [GOC:mtg_muscle]",75,457,14,21017,0.030634573304157548,0.18666666666666668,query_1,['GO:0050896']
GO:BP,GO:0009894,regulation of catabolic process,1.6117889967198e-06,True,"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]",1030,457,55,21017,0.12035010940919037,0.05339805825242718,query_1,"['GO:0009056', 'GO:0019222']"
GO:BP,GO:0002366,leukocyte activation involved in immune response,1.6688222708815844e-06,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",305,457,27,21017,0.05908096280087528,0.08852459016393442,query_1,"['GO:0002263', 'GO:0045321']"
GO:BP,GO:0072210,metanephric nephron development,1.7394559610982061e-06,True,"""The process whose specific outcome is the progression of a nephron in the metanephros over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]",41,457,11,21017,0.024070021881838075,0.2682926829268293,query_1,"['GO:0001656', 'GO:0072006']"
GO:BP,GO:0016331,morphogenesis of embryonic epithelium,1.7425536411034493e-06,True,"""The process in which the anatomical structures of embryonic epithelia are generated and organized."" [GOC:jl]",151,457,19,21017,0.04157549234135667,0.12582781456953643,query_1,"['GO:0002009', 'GO:0048598']"
GO:BP,GO:0050769,positive regulation of neurogenesis,1.8045396557167824e-06,True,"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]",244,457,24,21017,0.0525164113785558,0.09836065573770492,query_1,"['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']"
GO:CC,GO:0005925,focal adhesion,1.828111737524551e-06,True,"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]",423,459,30,22115,0.06535947712418301,0.07092198581560284,query_1,['GO:0030055']
GO:BP,GO:0055082,intracellular chemical homeostasis,1.849000529829659e-06,True,"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]",723,457,44,21017,0.0962800875273523,0.06085753803596127,query_1,"['GO:0019725', 'GO:0048878']"
GO:BP,GO:0072175,epithelial tube formation,1.8814920578397641e-06,True,"""The developmental process pertaining to the initial formation of an epithelial tube."" [GOC:mtg_kidney_jan10]",135,457,18,21017,0.03938730853391685,0.13333333333333333,query_1,"['GO:0035148', 'GO:0060562']"
GO:BP,GO:0048332,mesoderm morphogenesis,1.893195206322279e-06,True,"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]",76,457,14,21017,0.030634573304157548,0.18421052631578946,query_1,"['GO:0007498', 'GO:0048729']"
GO:BP,GO:0016525,negative regulation of angiogenesis,1.9225484123774634e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",104,457,16,21017,0.0350109409190372,0.15384615384615385,query_1,"['GO:0001525', 'GO:0045765', 'GO:2000181']"
GO:BP,GO:0030878,thyroid gland development,1.958015951234243e-06,True,"""The process whose specific outcome is the progression of the thyroid gland over time, from its formation to the mature structure. The thyroid gland is an endoderm-derived gland that produces thyroid hormone."" [GOC:dgh]",32,457,10,21017,0.02188183807439825,0.3125,query_1,"['GO:0035270', 'GO:0048732']"
GO:BP,GO:0045936,negative regulation of phosphate metabolic process,1.9732982571163113e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",329,457,28,21017,0.061269146608315096,0.0851063829787234,query_1,"['GO:0006796', 'GO:0010563', 'GO:0019220']"
GO:BP,GO:0010563,negative regulation of phosphorus metabolic process,1.9732982571163113e-06,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",329,457,28,21017,0.061269146608315096,0.0851063829787234,query_1,"['GO:0006793', 'GO:0009892', 'GO:0051174']"
GO:BP,GO:0031344,regulation of cell projection organization,1.9828901503941797e-06,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]",671,457,42,21017,0.09190371991247265,0.06259314456035768,query_1,"['GO:0030030', 'GO:0051128']"
GO:BP,GO:0023061,signal release,2.0979033790251763e-06,True,"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]",493,457,35,21017,0.07658643326039387,0.07099391480730223,query_1,"['GO:0007267', 'GO:0032940']"
GO:BP,GO:0030858,positive regulation of epithelial cell differentiation,2.1361779578489116e-06,True,"""Any process that activates or increases the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]",64,457,13,21017,0.028446389496717725,0.203125,query_1,"['GO:0030855', 'GO:0030856', 'GO:0045597']"
GO:BP,GO:0048839,inner ear development,2.1383508123634936e-06,True,"""The process whose specific outcome is the progression of the inner ear over time, from its formation to the mature structure."" [GOC:sr]",207,457,22,21017,0.04814004376367615,0.10628019323671498,query_1,"['GO:0043583', 'GO:0048856']"
GO:BP,GO:0022402,cell cycle process,2.1770137243771536e-06,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",1280,457,63,21017,0.13785557986870897,0.04921875,query_1,"['GO:0007049', 'GO:0009987']"
GO:BP,GO:0035282,segmentation,2.223474977325425e-06,True,"""The regionalization process that divides an organism or part of an organism into a series of semi-repetitive parts, or segments, often arranged along a longitudinal axis."" [PMID:10611687, PMID:9706689]",105,457,16,21017,0.0350109409190372,0.1523809523809524,query_1,['GO:0003002']
GO:BP,GO:0002263,cell activation involved in immune response,2.22466253976679e-06,True,"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",309,457,27,21017,0.05908096280087528,0.08737864077669903,query_1,"['GO:0001775', 'GO:0002252', 'GO:0006955']"
GO:BP,GO:0022408,negative regulation of cell-cell adhesion,2.285136183724043e-06,True,"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",189,457,21,21017,0.045951859956236324,0.1111111111111111,query_1,"['GO:0007162', 'GO:0022407', 'GO:0098609']"
GO:BP,GO:2001235,positive regulation of apoptotic signaling pathway,2.3988055450565377e-06,True,"""Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",137,457,18,21017,0.03938730853391685,0.13138686131386862,query_1,"['GO:0009967', 'GO:0043065', 'GO:0097190', 'GO:2001233']"
GO:BP,GO:0002088,lens development in camera-type eye,2.4045019313731285e-06,True,"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]",91,457,15,21017,0.03282275711159737,0.16483516483516483,query_1,"['GO:0043010', 'GO:0048856']"
GO:BP,GO:2000351,regulation of endothelial cell apoptotic process,2.503542006134836e-06,True,"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]",53,457,12,21017,0.0262582056892779,0.22641509433962265,query_1,"['GO:0042981', 'GO:0072577']"
