,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
2039,GO:0140492,metal-dependent deubiquitinase activity,molecular_function,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2040,GO:0016427,tRNA (cytidine) methyltransferase activity,molecular_function,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2041,GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2042,GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2043,GO:0060982,coronary artery morphogenesis,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2044,GO:0036490,regulation of translation in response to endoplasmic reticulum stress,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2045,GO:0060430,lung saccule development,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2046,GO:0035457,cellular response to interferon-alpha,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2047,GO:1902231,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2048,GO:0006449,regulation of translational termination,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2049,GO:1904383,response to sodium phosphate,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2050,GO:0031509,subtelomeric heterochromatin formation,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2051,GO:0036462,TRAIL-activated apoptotic signaling pathway,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2052,GO:0046790,virion binding,molecular_function,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2053,GO:0071362,cellular response to ether,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2054,GO:0045955,negative regulation of calcium ion-dependent exocytosis,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2055,GO:0002676,regulation of chronic inflammatory response,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2056,GO:0060539,diaphragm development,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2057,GO:0007220,Notch receptor processing,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2058,GO:2000794,regulation of epithelial cell proliferation involved in lung morphogenesis,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2059,GO:2000018,regulation of male gonad development,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2060,GO:1905941,positive regulation of gonad development,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2061,GO:0061649,ubiquitin-modified histone reader activity,molecular_function,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2062,GO:0045588,positive regulation of gamma-delta T cell differentiation,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2063,GO:0021932,hindbrain radial glia guided cell migration,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2064,GO:0003162,atrioventricular node development,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2065,GO:0003691,double-stranded telomeric DNA binding,molecular_function,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2066,GO:1904814,"regulation of protein localization to chromosome, telomeric region",biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2067,GO:0009200,deoxyribonucleoside triphosphate metabolic process,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2068,GO:0070419,nonhomologous end joining complex,cellular_component,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2069,GO:0031445,regulation of heterochromatin formation,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2070,GO:0046015,regulation of transcription by glucose,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2071,GO:1905634,regulation of protein localization to chromatin,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2072,GO:0098597,observational learning,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2073,GO:0061072,iris morphogenesis,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2074,GO:0034205,amyloid-beta formation,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2075,GO:1902177,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2076,GO:0060013,righting reflex,biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2077,GO:0035739,"CD4-positive, alpha-beta T cell proliferation",biological_process,0.13747877471400322,0.30281056393936123,1/321 (0.31%),9/19699 (0.05%)
2078,GO:0043462,regulation of ATP-dependent activity,biological_process,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2079,GO:0030261,chromosome condensation,biological_process,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2080,GO:1900744,regulation of p38MAPK cascade,biological_process,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2081,GO:0016202,regulation of striated muscle tissue development,biological_process,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2082,GO:0140662,ATP-dependent protein folding chaperone,molecular_function,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2083,GO:0004402,histone acetyltransferase activity,molecular_function,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2084,GO:1990776,response to angiotensin,biological_process,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2085,GO:0045616,regulation of keratinocyte differentiation,biological_process,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2086,GO:0140416,transcription regulator inhibitor activity,molecular_function,0.13812528247303646,0.302922576846712,2/321 (0.62%),40/19699 (0.20%)
2087,GO:0033273,response to vitamin,biological_process,0.13829139153337547,0.30314161831813197,3/321 (0.93%),79/19699 (0.40%)
2088,GO:0006006,glucose metabolic process,biological_process,0.13864599549918616,0.30377344250826954,4/321 (1.25%),122/19699 (0.62%)
2089,GO:0043122,regulation of canonical NF-kappaB signal transduction,biological_process,0.1389307590604399,0.3042517149376236,8/321 (2.49%),312/19699 (1.58%)
2090,GO:0001654,eye development,biological_process,0.13919871595604527,0.3046927417172737,10/321 (3.12%),413/19699 (2.10%)
2091,GO:0030425,dendrite,cellular_component,0.14031890347916778,0.30699790689490963,14/321 (4.36%),622/19699 (3.16%)
2092,GO:0051082,unfolded protein binding,molecular_function,0.14159220501653824,0.3096357010801221,4/321 (1.25%),123/19699 (0.62%)
2093,GO:0045913,positive regulation of carbohydrate metabolic process,biological_process,0.14205400832550907,0.3102009523405797,3/321 (0.93%),80/19699 (0.41%)
2094,GO:0042475,odontogenesis of dentin-containing tooth,biological_process,0.14205400832550907,0.3102009523405797,3/321 (0.93%),80/19699 (0.41%)
2095,GO:0048306,calcium-dependent protein binding,molecular_function,0.14205400832550907,0.3102009523405797,3/321 (0.93%),80/19699 (0.41%)
2096,GO:0097447,dendritic tree,cellular_component,0.14280103679156192,0.3116835218860176,14/321 (4.36%),624/19699 (3.17%)
2097,GO:0042169,SH2 domain binding,molecular_function,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2098,GO:0070232,regulation of T cell apoptotic process,biological_process,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2099,GO:0031492,nucleosomal DNA binding,molecular_function,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2100,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2101,GO:0016875,"ligase activity, forming carbon-oxygen bonds",molecular_function,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2102,GO:0001974,blood vessel remodeling,biological_process,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2103,GO:0006418,tRNA aminoacylation for protein translation,biological_process,0.14372318299846995,0.3126525706197704,2/321 (0.62%),41/19699 (0.21%)
2104,GO:0007051,spindle organization,biological_process,0.14531711038047457,0.3158857161340766,5/321 (1.56%),170/19699 (0.86%)
2105,GO:0150063,visual system development,biological_process,0.14534745863630444,0.3158857161340766,10/321 (3.12%),417/19699 (2.12%)
2106,GO:0003151,outflow tract morphogenesis,biological_process,0.14585055127406243,0.31652819970667795,3/321 (0.93%),81/19699 (0.41%)
2107,GO:0030500,regulation of bone mineralization,biological_process,0.14585055127406243,0.31652819970667795,3/321 (0.93%),81/19699 (0.41%)
2108,GO:0043502,regulation of muscle adaptation,biological_process,0.14585055127406243,0.31652819970667795,3/321 (0.93%),81/19699 (0.41%)
2109,GO:0060562,epithelial tube morphogenesis,biological_process,0.1460622134176913,0.31671208237480974,8/321 (2.49%),316/19699 (1.60%)
2110,GO:0032868,response to insulin,biological_process,0.1466659671366121,0.31671208237480974,6/321 (1.87%),218/19699 (1.11%)
2111,GO:0042176,regulation of protein catabolic process,biological_process,0.1470617781208119,0.31671208237480974,9/321 (2.80%),367/19699 (1.86%)
2112,GO:0019887,protein kinase regulator activity,molecular_function,0.14927898066212777,0.31671208237480974,7/321 (2.18%),268/19699 (1.36%)
2113,GO:1901861,regulation of muscle tissue development,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2114,GO:0060428,lung epithelium development,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2115,GO:0060391,positive regulation of SMAD protein signal transduction,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2116,GO:0045687,positive regulation of glial cell differentiation,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2117,GO:0032735,positive regulation of interleukin-12 production,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2118,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2119,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2120,GO:0051879,Hsp90 protein binding,molecular_function,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2121,GO:0048873,homeostasis of number of cells within a tissue,biological_process,0.14936792016491074,0.31671208237480974,2/321 (0.62%),42/19699 (0.21%)
2122,GO:0032677,regulation of interleukin-8 production,biological_process,0.14968011079217017,0.31671208237480974,3/321 (0.93%),82/19699 (0.42%)
2123,GO:0051347,positive regulation of transferase activity,biological_process,0.1503824914428742,0.31671208237480974,5/321 (1.56%),172/19699 (0.87%)
2124,GO:0000302,response to reactive oxygen species,biological_process,0.1503824914428742,0.31671208237480974,5/321 (1.56%),172/19699 (0.87%)
2125,GO:0030278,regulation of ossification,biological_process,0.1505777585224489,0.31671208237480974,4/321 (1.25%),126/19699 (0.64%)
2126,GO:0046683,response to organophosphorus,biological_process,0.1505777585224489,0.31671208237480974,4/321 (1.25%),126/19699 (0.64%)
2127,GO:0002819,regulation of adaptive immune response,biological_process,0.15111285643331876,0.31671208237480974,6/321 (1.87%),220/19699 (1.12%)
2128,GO:0050866,negative regulation of cell activation,biological_process,0.15111285643331876,0.31671208237480974,6/321 (1.87%),220/19699 (1.12%)
2129,GO:0051301,cell division,biological_process,0.15142639936199834,0.31671208237480974,12/321 (3.74%),525/19699 (2.67%)
2130,GO:0048742,regulation of skeletal muscle fiber development,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2131,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2132,GO:0001840,neural plate development,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2133,GO:0045657,positive regulation of monocyte differentiation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2134,GO:0097011,cellular response to granulocyte macrophage colony-stimulating factor stimulus,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2135,GO:0097012,response to granulocyte macrophage colony-stimulating factor,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2136,GO:0002666,positive regulation of T cell tolerance induction,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2137,GO:0072124,regulation of glomerular mesangial cell proliferation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2138,GO:0006228,UTP biosynthetic process,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2139,GO:0032356,oxidized DNA binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2140,GO:0060536,cartilage morphogenesis,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2141,GO:1904627,response to phorbol 13-acetate 12-myristate,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2142,GO:0045876,positive regulation of sister chromatid cohesion,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2143,GO:0071223,cellular response to lipoteichoic acid,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2144,GO:0070391,response to lipoteichoic acid,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2145,GO:0051444,negative regulation of ubiquitin-protein transferase activity,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2146,GO:0010989,negative regulation of low-density lipoprotein particle clearance,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2147,GO:0008190,eukaryotic initiation factor 4E binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2148,GO:0035581,sequestering of extracellular ligand from receptor,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2149,GO:0043587,tongue morphogenesis,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2150,GO:0045647,negative regulation of erythrocyte differentiation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2151,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2152,GO:0001163,RNA polymerase I transcription regulatory region sequence-specific DNA binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2153,GO:2000510,positive regulation of dendritic cell chemotaxis,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2154,GO:1990877,FNIP-folliculin RagC/D GAP,cellular_component,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2155,GO:0033085,negative regulation of T cell differentiation in thymus,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2156,GO:0048840,otolith development,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2157,GO:0097400,interleukin-17-mediated signaling pathway,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2158,GO:0033234,negative regulation of protein sumoylation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2159,GO:0002069,columnar/cuboidal epithelial cell maturation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2160,GO:0140031,phosphorylation-dependent protein binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2161,GO:1904749,regulation of protein localization to nucleolus,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2162,GO:0097227,sperm annulus,cellular_component,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2163,GO:0042118,endothelial cell activation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2164,GO:2000766,negative regulation of cytoplasmic translation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2165,GO:0031946,regulation of glucocorticoid biosynthetic process,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2166,GO:2000425,regulation of apoptotic cell clearance,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2167,GO:0006475,internal protein amino acid acetylation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2168,GO:0048382,mesendoderm development,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2169,GO:1901329,regulation of odontoblast differentiation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2170,GO:2001054,negative regulation of mesenchymal cell apoptotic process,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2171,GO:0008097,5S rRNA binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2172,GO:0071635,negative regulation of transforming growth factor beta production,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2173,GO:0001542,ovulation from ovarian follicle,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2174,GO:0008641,ubiquitin-like modifier activating enzyme activity,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2175,GO:0097680,double-strand break repair via classical nonhomologous end joining,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2176,GO:0071225,cellular response to muramyl dipeptide,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2177,GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2178,GO:0051292,nuclear pore complex assembly,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2179,GO:0070900,mitochondrial tRNA modification,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2180,GO:0097709,connective tissue replacement,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2181,GO:0071649,regulation of chemokine (C-C motif) ligand 5 production,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2182,GO:1901856,negative regulation of cellular respiration,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2183,GO:0051880,G-quadruplex DNA binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2184,GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2185,GO:0003310,pancreatic A cell differentiation,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2186,GO:0140092,bBAF complex,cellular_component,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2187,GO:0005528,FK506 binding,molecular_function,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2188,GO:0035973,aggrephagy,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2189,GO:0020027,hemoglobin metabolic process,biological_process,0.15154019235325178,0.31671208237480974,1/321 (0.31%),10/19699 (0.05%)
2190,GO:0000118,histone deacetylase complex,cellular_component,0.15354177852263184,0.3206025183841633,3/321 (0.93%),83/19699 (0.42%)
2191,GO:0002088,lens development in camera-type eye,biological_process,0.15354177852263184,0.3206025183841633,3/321 (0.93%),83/19699 (0.42%)
2192,GO:0002761,regulation of myeloid leukocyte differentiation,biological_process,0.15362057907078647,0.3206207890592748,4/321 (1.25%),127/19699 (0.64%)
2193,GO:0022008,neurogenesis,biological_process,0.15498505826105713,0.32229499440333703,28/321 (8.72%),1403/19699 (7.12%)
2194,GO:1903426,regulation of reactive oxygen species biosynthetic process,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2195,GO:0021587,cerebellum morphogenesis,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2196,GO:0021983,pituitary gland development,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2197,GO:0014014,negative regulation of gliogenesis,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2198,GO:0060236,regulation of mitotic spindle organization,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2199,GO:0031929,TOR signaling,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2200,GO:1903018,regulation of glycoprotein metabolic process,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2201,GO:0048701,embryonic cranial skeleton morphogenesis,biological_process,0.15505649501335989,0.32229499440333703,2/321 (0.62%),43/19699 (0.22%)
2202,GO:0048880,sensory system development,biological_process,0.15643898619154076,0.32502098946830776,10/321 (3.12%),424/19699 (2.15%)
2203,GO:0032886,regulation of microtubule-based process,biological_process,0.15737143795481778,0.32679291755243833,7/321 (2.18%),272/19699 (1.38%)
2204,GO:0045638,negative regulation of myeloid cell differentiation,biological_process,0.15743464784861844,0.32679291755243833,3/321 (0.93%),84/19699 (0.43%)
2205,GO:0009410,response to xenobiotic stimulus,biological_process,0.15805730355279204,0.3277655551509541,10/321 (3.12%),425/19699 (2.16%)
2206,GO:0010970,transport along microtubule,biological_process,0.15811805675623916,0.3277655551509541,5/321 (1.56%),175/19699 (0.89%)
2207,GO:0032680,regulation of tumor necrosis factor production,biological_process,0.15811805675623916,0.3277655551509541,5/321 (1.56%),175/19699 (0.89%)
2208,GO:1904951,positive regulation of establishment of protein localization,biological_process,0.15896507606215907,0.3293721834026718,8/321 (2.49%),323/19699 (1.64%)
2209,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,biological_process,0.15977523250761116,0.3309010132069395,4/321 (1.25%),129/19699 (0.65%)
2210,GO:0048634,regulation of muscle organ development,biological_process,0.1607859933239589,0.332124860783145,2/321 (0.62%),44/19699 (0.22%)
2211,GO:0071548,response to dexamethasone,biological_process,0.1607859933239589,0.332124860783145,2/321 (0.62%),44/19699 (0.22%)
2212,GO:0046622,positive regulation of organ growth,biological_process,0.1607859933239589,0.332124860783145,2/321 (0.62%),44/19699 (0.22%)
2213,GO:0045663,positive regulation of myoblast differentiation,biological_process,0.1607859933239589,0.332124860783145,2/321 (0.62%),44/19699 (0.22%)
2214,GO:0043039,tRNA aminoacylation,biological_process,0.1607859933239589,0.332124860783145,2/321 (0.62%),44/19699 (0.22%)
2215,GO:0001656,metanephros development,biological_process,0.1613578143825803,0.332124860783145,3/321 (0.93%),85/19699 (0.43%)
2216,GO:0008344,adult locomotory behavior,biological_process,0.1613578143825803,0.332124860783145,3/321 (0.93%),85/19699 (0.43%)
2217,GO:0002062,chondrocyte differentiation,biological_process,0.1613578143825803,0.332124860783145,3/321 (0.93%),85/19699 (0.43%)
2218,GO:0031252,cell leading edge,cellular_component,0.1646134946644848,0.332124860783145,10/321 (3.12%),429/19699 (2.18%)
2219,GO:0050871,positive regulation of B cell activation,biological_process,0.1653103764339931,0.332124860783145,3/321 (0.93%),86/19699 (0.44%)
2220,GO:2000243,positive regulation of reproductive process,biological_process,0.1653103764339931,0.332124860783145,3/321 (0.93%),86/19699 (0.44%)
2221,GO:0090009,primitive streak formation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2222,GO:0060020,Bergmann glial cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2223,GO:0022605,mammalian oogenesis stage,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2224,GO:0060379,cardiac muscle cell myoblast differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2225,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2226,GO:1905091,positive regulation of type 2 mitophagy,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2227,GO:0000931,gamma-tubulin ring complex,cellular_component,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2228,GO:0002725,negative regulation of T cell cytokine production,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2229,GO:0033089,positive regulation of T cell differentiation in thymus,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2230,GO:0045843,negative regulation of striated muscle tissue development,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2231,GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2232,GO:0047429,nucleoside triphosphate diphosphatase activity,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2233,GO:0043522,leucine zipper domain binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2234,GO:0050786,RAGE receptor binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2235,GO:0032836,glomerular basement membrane development,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2236,GO:0061140,lung secretory cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2237,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2238,GO:0044545,NSL complex,cellular_component,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2239,GO:0006183,GTP biosynthetic process,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
